Cell	cell_type
N4_bcCLIF	PhagNeutrophils
N4_bcCLKJ	Tcells
N4_bcCLKO	Erythrocyte
N4_bcCLKU	Erythrocyte
N4_bcCLKV	IW1
N4_bcCLLM	Recruited_macrophage
N4_bcCLLN	Neutrophils1
N4_bcCLMJ	Recruited_macrophage
N4_bcCLXB	Recruited_macrophage
N4_bcCLZC	Recruited_macrophage
N4_bcCMBK	IW3
N4_bcCMIW	Erythrocyte
N4_bcCMMY	Neutrophils1
N4_bcCMNA	Recruited_macrophage
N4_bcCMNE	Erythrocyte
N4_bcCMNO	Erythrocyte
N4_bcCMTP	Erythrocyte
N4_bcCMTR	Erythrocyte
N4_bcCMXG	BasalWE
N4_bcCMXK	IW1
N4_bcCMZN	Erythrocyte
N4_bcCNAU	Recruited_macrophage
N4_bcCNAY	Erythrocyte
N4_bcCNBP	Tcells
N4_bcCNCA	IW1
N4_bcCNEJ	Erythrocyte
N4_bcCNFF	Erythrocyte
N4_bcCNFL	Erythrocyte
N4_bcCNFX	Erythrocyte
N4_bcCNGH	Erythrocyte
N4_bcCNGY	Erythrocyte
N4_bcCNHO	Erythrocyte
N4_bcCNKB	Erythrocyte
N4_bcCNLO	Erythrocyte
N4_bcCNLZ	Erythrocyte
N4_bcCNMJ	Erythrocyte
N4_bcCNMT	Erythrocyte
N4_bcCNNW	Leydig
N4_bcCNNY	Erythrocyte
N4_bcCNQH	PhagNeutrophils
N4_bcCNRJ	Neutrophils1
N4_bcCNUM	PhagNeutrophils
N4_bcCNUP	Neutrophils1
N4_bcCNUR	DC
N4_bcCNUS	IW3
N4_bcCNVQ	Schwann
N4_bcCNWB	FLB2
N4_bcCNWX	IW3
N4_bcCNXM	Recruited_macrophage
N4_bcCNZY	Neutrophils1
N4_bcCOBZ	SSC
N4_bcCOCB	Neutrophils1
N4_bcCODR	DC
N4_bcCOIU	IW3
N4_bcCOJM	Schwann
N4_bcCOJW	DC
N4_bcCOME	Neutrophils1
N4_bcCOMH	Leydig
N4_bcCOMM	PhagNeutrophils
N4_bcCOMZ	IW3
N4_bcCONM	IW1
N4_bcCOPH	Early_B
N4_bcCOTE	FLB1
N4_bcCOVA	Tcells
N4_bcCOZC	Erythrocyte
N4_bcCPCD	Erythrocyte
N4_bcCPEV	Erythrocyte
N4_bcCPFD	Erythrocyte
N4_bcCPGA	Erythrocyte
N4_bcCPHI	SSC
N4_bcCPLV	Endo
N4_bcCPOT	Schwann
N4_bcCPSA	Schwann
N4_bcCPTN	BasalWE
N4_bcCPTW	Leydig
N4_bcCPVF	Erythrocyte
N4_bcCPYE	IW3
N4_bcCPZJ	Endo
N4_bcCQBR	SSC
N4_bcCQBZ	IW1
N4_bcCQCY	IW1
N4_bcCQDW	Erythrocyte
N4_bcCQKE	Neutrophils1
N4_bcCQML	Erythrocyte
N4_bcCQOC	Erythrocyte
N4_bcCQRQ	Neutrophils1
N4_bcCQUR	Neutrophils1
N4_bcCQVI	Leydig
N4_bcCQXM	Erythrocyte
N4_bcCQXU	DC
N4_bcCQYO	IW1
N4_bcCRAB	Neutrophils1
N4_bcCRFI	Erythrocyte
N4_bcCRFT	Erythrocyte
N4_bcCRGN	Erythrocyte
N4_bcCRIK	Erythrocyte
N4_bcCRJL	Recruited_macrophage
N4_bcCRLQ	Bcell
N4_bcCRNY	IW1
N4_bcCRRH	FLB1
N4_bcCRTM	FLB1
N4_bcCRTO	Erythrocyte
N4_bcCRTZ	Recruited_macrophage
N4_bcCRWI	IW1
N4_bcCRWS	Neutrophils1
N4_bcCRYC	Neutrophils1
N4_bcCRZH	IW3
N4_bcCRZL	IW1
N4_bcCRZW	IW3
N4_bcCSCL	Recruited_macrophage
N4_bcCSCZ	Tcells
N4_bcCSEB	IW3
N4_bcCSGW	IW1
N4_bcCSHB	Erythrocyte
N4_bcCSHV	Tcells
N4_bcCSIJ	Neutrophils1
N4_bcCSKC	Erythrocyte
N4_bcCSKG	PhagNeutrophils
N4_bcCSKI	Tcells
N4_bcCSMB	Tcells
N4_bcCSMG	Recruited_macrophage
N4_bcCSQU	Schwann
N4_bcCSVM	Erythrocyte
N4_bcCSXW	IW1
N4_bcCTBY	SSC
N4_bcCTEJ	Erythrocyte
N4_bcCTGF	Erythrocyte
N4_bcCTHF	Erythrocyte
N4_bcCTJL	Erythrocyte
N4_bcCTKA	Erythrocyte
N4_bcCTKS	IW1
N4_bcCTKT	Neutrophils1
N4_bcCTLQ	Erythrocyte
N4_bcCTMW	Neutrophils1
N4_bcCTMZ	Erythrocyte
N4_bcCTRX	Neutrophils1
N4_bcCTTC	DC
N4_bcCTXQ	Erythrocyte
N4_bcCTYB	Erythrocyte
N4_bcCTYF	Neutrophils1
N4_bcCTYG	IW1
N4_bcCTYI	Erythrocyte
N4_bcCTZB	Erythrocyte
N4_bcCTZJ	Tcells
N4_bcCUCV	Neutrophils1
N4_bcCUDO	SSC
N4_bcCUEO	Bcell
N4_bcCUJJ	SSC
N4_bcCUJM	Neutrophils1
N4_bcCULE	Erythrocyte
N4_bcCUMQ	Erythrocyte
N4_bcCUPM	Recruited_macrophage
N4_bcCUQT	Early_B
N4_bcCUUD	IW1
N4_bcCUUK	Erythrocyte
N4_bcCUUU	IW1
N4_bcCUWU	Neutrophils1
N4_bcCUXO	Erythrocyte
N4_bcCUYG	Schwann
N4_bcCUZH	Neutrophils1
N4_bcCVBA	Neutrophils1
N4_bcCVCJ	Bcell
N4_bcCVCW	Neutrophils1
N4_bcCVEN	Erythrocyte
N4_bcCVGR	Leydig
N4_bcCVHF	Bcell
N4_bcCVJO	Erythrocyte
N4_bcCVMP	Erythrocyte
N4_bcCVMW	IW1
N4_bcCVRW	FLB1
N4_bcCVTA	Erythrocyte
N4_bcCVUM	Neutrophils1
N4_bcCVVW	Neutrophils1
N4_bcCVWF	Neutrophils1
N4_bcCWBO	FLB2
N4_bcCWCE	PhagNeutrophils
N4_bcCWCJ	Tcells
N4_bcCWCL	Neutrophils1
N4_bcCWDU	Leydig
N4_bcCWHE	Erythrocyte
N4_bcCWOJ	Erythrocyte
N4_bcCWQY	FLB1
N4_bcCWRQ	Recruited_macrophage
N4_bcCWSD	Erythrocyte
N4_bcCWVK	FLB1
N4_bcCWZJ	Erythrocyte
N4_bcCWZL	PhagNeutrophils
N4_bcCWZO	Erythrocyte
N4_bcCXAR	Erythrocyte
N4_bcCXBI	Tcells
N4_bcCXJR	Recruited_macrophage
N4_bcCXLZ	Neutrophils1
N4_bcCXNR	IW3
N4_bcCXOV	Neutrophils2
N4_bcCXQG	Erythrocyte
N4_bcCXRD	Erythrocyte
N4_bcCXUN	Neutrophils1
N4_bcCXVS	Neutrophils1
N4_bcCYAF	Neutrophils1
N4_bcCYBF	Erythrocyte
N4_bcCYIG	Neutrophils1
N4_bcCYKN	Erythrocyte
N4_bcCYKU	IW3
N4_bcCYMA	Erythrocyte
N4_bcCYON	IW1
N4_bcCYPT	Erythrocyte
N4_bcCYQC	Erythrocyte
N4_bcCYSJ	Neutrophils1
N4_bcCZGN	Recruited_macrophage
N4_bcCZHP	Neutrophils1
N4_bcCZIA	Erythrocyte
N4_bcCZJT	Erythrocyte
N4_bcCZJY	Recruited_macrophage
N4_bcCZNP	Neutrophils1
N4_bcCZPW	Endo
N4_bcCZPX	Endo
N4_bcCZQJ	FLB2
N4_bcCZRO	Erythrocyte
N4_bcCZRR	Bcell
N4_bcCZSI	IW3
N4_bcCZVI	Erythrocyte
N4_bcCZWR	FLB1
N4_bcCZXA	Erythrocyte
N4_bcCZZI	IW1
N4_bcDAGA	IW1
N4_bcDAGX	Recruited_macrophage
N4_bcDAIH	Recruited_macrophage
N4_bcDAMG	Erythrocyte
N4_bcDANZ	Neutrophils1
N4_bcDAOB	Neutrophils1
N4_bcDAPZ	Neutrophils1
N4_bcDATC	SSC
N4_bcDAUV	Erythrocyte
N4_bcDAWB	Erythrocyte
N4_bcDAXB	IW3
N4_bcDAZT	Tcells
N4_bcDBCT	FLB1
N4_bcDBHW	Erythrocyte
N4_bcDBIV	Recruited_macrophage
N4_bcDBJH	Erythrocyte
N4_bcDBMF	BasalWE
N4_bcDBMG	Recruited_macrophage
N4_bcDBNF	PhagNeutrophils
N4_bcDBNL	Erythrocyte
N4_bcDBTU	Early_B
N4_bcDBVD	Neutrophils1
N4_bcDBVM	IW3
N4_bcDBWQ	FLB2
N4_bcDBXH	PhagNeutrophils
N4_bcDBXU	IW1
N4_bcDCBY	Erythrocyte
N4_bcDCGV	SSC
N4_bcDCHD	Neutrophils1
N4_bcDCIJ	Neutrophils1
N4_bcDCJW	Erythrocyte
N4_bcDCQA	Neutrophils1
N4_bcDCQY	IW1
N4_bcDCTE	Erythrocyte
N4_bcDCTM	Neutrophils1
N4_bcDCUR	IW1
N4_bcDCXN	Neutrophils1
N4_bcDCXQ	SSC
N4_bcDCYB	IW3
N4_bcDCYR	Schwann
N4_bcDDAU	Recruited_macrophage
N4_bcDDFY	IW1
N4_bcDDGP	Erythrocyte
N4_bcDDJU	Erythrocyte
N4_bcDDLI	Erythrocyte
N4_bcDDNE	Erythrocyte
N4_bcDDOQ	PhagNeutrophils
N4_bcDDSJ	Tcells
N4_bcDDUM	Leydig
N4_bcDEAD	Endo
N4_bcDEBK	Neutrophils1
N4_bcDEEW	IW3
N4_bcDEGU	Neutrophils1
N4_bcDEGV	Erythrocyte
N4_bcDEHK	Schwann
N4_bcDEIS	Erythrocyte
N4_bcDEJO	Neutrophils1
N4_bcDENO	Erythrocyte
N4_bcDEPE	Erythrocyte
N4_bcDESE	Neutrophils1
N4_bcDEWU	Erythrocyte
N4_bcDEXY	IW1
N4_bcDEZN	Early_B
N4_bcDFAI	Endo
N4_bcDFCS	Early_B
N4_bcDFGD	FLB2
N4_bcDFGJ	Erythrocyte
N4_bcDFKF	Neutrophils1
N4_bcDFNG	Erythrocyte
N4_bcDFNI	Erythrocyte
N4_bcDFNR	FLB1
N4_bcDFNX	FLB2
N4_bcDFQA	Erythrocyte
N4_bcDFQL	Erythrocyte
N4_bcDFRQ	Erythrocyte
N4_bcDFRY	FLB1
N4_bcDFUV	Early_B
N4_bcDFUX	DC
N4_bcDFVM	Tcells
N4_bcDFWO	Neutrophils1
N4_bcDFWX	IW1
N4_bcDFXA	Neutrophils1
N4_bcDFXO	Early_B
N4_bcDGBA	Recruited_macrophage
N4_bcDGEK	DC
N4_bcDGEQ	Leydig
N4_bcDGFG	Schwann
N4_bcDGKU	Neutrophils1
N4_bcDGLP	Tcells
N4_bcDGLR	Erythrocyte
N4_bcDGNE	FLB2
N4_bcDGNT	IW1
N4_bcDGQO	Tcells
N4_bcDGRQ	Recruited_macrophage
N4_bcDGSI	IW1
N4_bcDGSZ	Erythrocyte
N4_bcDGUF	Erythrocyte
N4_bcDGWF	Bcell
N4_bcDGXF	IW3
N4_bcDGXJ	Erythrocyte
N4_bcDGYQ	Erythrocyte
N4_bcDHDU	Schwann
N4_bcDHFC	Erythrocyte
N4_bcDHFD	Erythrocyte
N4_bcDHMY	Neutrophils1
N4_bcDHNX	Leydig
N4_bcDHPJ	Neutrophils1
N4_bcDHUO	Erythrocyte
N4_bcDHVB	Erythrocyte
N4_bcDHWM	Neutrophils1
N4_bcDHZA	Neutrophils1
N4_bcDHZZ	IW1
N4_bcDIAT	Neutrophils1
N4_bcDIEU	Early_B
N4_bcDIFI	Recruited_macrophage
N4_bcDIHG	IW3
N4_bcDIKF	Erythrocyte
N4_bcDIKZ	Neutrophils1
N4_bcDIMB	DC
N4_bcDINA	Erythrocyte
N4_bcDIQB	Erythrocyte
N4_bcDIRI	Erythrocyte
N4_bcDIRL	IW1
N4_bcDITP	IW1
N4_bcDIUT	Erythrocyte
N4_bcDIWB	IW1
N4_bcDIYN	Erythrocyte
N4_bcDIZP	Recruited_macrophage
N4_bcDIZU	Erythrocyte
N4_bcDJAI	Erythrocyte
N4_bcDJBV	Erythrocyte
N4_bcDJGV	Erythrocyte
N4_bcDJIU	Erythrocyte
N4_bcDJIV	Erythrocyte
N4_bcDJJG	Recruited_macrophage
N4_bcDJLJ	Neutrophils1
N4_bcDJLL	Erythrocyte
N4_bcDJWT	Recruited_macrophage
N4_bcDJWU	IW1
N4_bcDJXL	DC
N4_bcDKBM	Erythrocyte
N4_bcDKBX	Early_B
N4_bcDKDU	Erythrocyte
N4_bcDKFO	Recruited_macrophage
N4_bcDKGV	Erythrocyte
N4_bcDKHT	Recruited_macrophage
N4_bcDKHU	Erythrocyte
N4_bcDKHW	FLB2
N4_bcDKHY	Erythrocyte
N4_bcDKIG	Erythrocyte
N4_bcDKIS	Erythrocyte
N4_bcDKKP	IW3
N4_bcDKUM	IW1
N4_bcDKXJ	Recruited_macrophage
N4_bcDLAY	Erythrocyte
N4_bcDLDG	Neutrophils1
N4_bcDLHM	Erythrocyte
N4_bcDLJO	Erythrocyte
N4_bcDLKD	Neutrophils1
N4_bcDLLF	Recruited_macrophage
N4_bcDLMR	PhagNeutrophils
N4_bcDLMT	IW3
N4_bcDLYP	Erythrocyte
N4_bcDLYR	BasalWE
N4_bcDLYY	Erythrocyte
N4_bcDLZN	IW1
N4_bcDMEY	Erythrocyte
N4_bcDMLP	BasalWE
N4_bcDMNP	Erythrocyte
N4_bcDMNX	Leydig
N4_bcDMOC	Leydig
N4_bcDMOP	Erythrocyte
N4_bcDMOZ	Erythrocyte
N4_bcDMPS	IW3
N4_bcDMUY	FLB2
N4_bcDMZN	Recruited_macrophage
N4_bcDNBX	Recruited_macrophage
N4_bcDNCE	DC
N4_bcDNCR	IW1
N4_bcDNCT	Neutrophils1
N4_bcDNFS	Neutrophils1
N4_bcDNOX	Tcells
N4_bcDNPR	Erythrocyte
N4_bcDNRS	Recruited_macrophage
N4_bcDNUA	PhagNeutrophils
N4_bcDNUW	Recruited_macrophage
N4_bcDNVY	Neutrophils1
N4_bcDNWL	Early_B
N4_bcDNZB	Neutrophils1
N4_bcDOCF	Neutrophils1
N4_bcDODA	Erythrocyte
N4_bcDODF	FLB1
N4_bcDOFK	Neutrophils1
N4_bcDOFU	Neutrophils1
N4_bcDOGS	Neutrophils1
N4_bcDOJH	Erythrocyte
N4_bcDOJP	Erythrocyte
N4_bcDOKG	Erythrocyte
N4_bcDOKS	Erythrocyte
N4_bcDOMH	IW3
N4_bcDOMQ	Recruited_macrophage
N4_bcDOMV	Erythrocyte
N4_bcDOZF	Tcells
N4_bcDPAO	Erythrocyte
N4_bcDPER	SSC
N4_bcDPGR	Neutrophils1
N4_bcDPMK	Recruited_macrophage
N4_bcDPNK	Erythrocyte
N4_bcDPOV	DC
N4_bcDPSG	Erythrocyte
N4_bcDQCV	SSC
N4_bcDQDE	Erythrocyte
N4_bcDQEN	Erythrocyte
N4_bcDQGV	SSC
N4_bcDQGX	Schwann
N4_bcDQHF	Erythrocyte
N4_bcDQHQ	Erythrocyte
N4_bcDQHZ	Erythrocyte
N4_bcDQIT	Erythrocyte
N4_bcDQJN	Erythrocyte
N4_bcDQJX	Tcells
N4_bcDQMP	Tcells
N4_bcDQMV	FLB2
N4_bcDQNB	Erythrocyte
N4_bcDQNM	Erythrocyte
N4_bcDQRH	Early_B
N4_bcDQTM	Erythrocyte
N4_bcDQUN	SSC
N4_bcDQUY	Endo
N4_bcDQWE	Recruited_macrophage
N4_bcDQYF	FLB2
N4_bcDQYM	Recruited_macrophage
N4_bcDQZR	FLB2
N4_bcDRBH	IW1
N4_bcDRDH	Erythrocyte
N4_bcDRED	Erythrocyte
N4_bcDRGJ	Neutrophils1
N4_bcDRIC	Early_B
N4_bcDROR	Erythrocyte
N4_bcDRTW	BasalWE
N4_bcDRVX	Tcells
N4_bcDRWF	Erythrocyte
N4_bcDRWP	Tcells
N4_bcDSBJ	IW3
N4_bcDSDK	IW1
N4_bcDSET	Erythrocyte
N4_bcDSEW	FLB2
N4_bcDSGH	Erythrocyte
N4_bcDSHP	PhagNeutrophils
N4_bcDSHW	Early_B
N4_bcDSIC	Erythrocyte
N4_bcDSJK	FLB1
N4_bcDSMT	IW3
N4_bcDSMW	Neutrophils1
N4_bcDSPX	SSC
N4_bcDSQO	Recruited_macrophage
N4_bcDSQS	Recruited_macrophage
N4_bcDSRG	Early_B
N4_bcDSSO	Erythrocyte
N4_bcDSSZ	Recruited_macrophage
N4_bcDSUG	Erythrocyte
N4_bcDSUL	FLB1
N4_bcDSXK	SSC
N4_bcDSZV	Erythrocyte
N4_bcDTAO	Erythrocyte
N4_bcDTAP	Erythrocyte
N4_bcDTBZ	Erythrocyte
N4_bcDTCD	Leydig
N4_bcDTDI	IW1
N4_bcDTFW	Tcells
N4_bcDTLE	Recruited_macrophage
N4_bcDTMW	FLB1
N4_bcDTNU	Leydig
N4_bcDTPE	Erythrocyte
N4_bcDTPV	FLB2
N4_bcDTQX	Neutrophils1
N4_bcDTRG	IW1
N4_bcDTVJ	Neutrophils1
N4_bcDTVZ	Recruited_macrophage
N4_bcDTWG	FLB1
N4_bcDUAL	Early_B
N4_bcDUAU	Neutrophils1
N4_bcDUBE	Erythrocyte
N4_bcDUHG	Erythrocyte
N4_bcDUJF	BasalWE
N4_bcDUKR	Erythrocyte
N4_bcDUKU	Erythrocyte
N4_bcDUME	PhagNeutrophils
N4_bcDUMY	Leydig
N4_bcDUOD	Erythrocyte
N4_bcDUXR	IW1
N4_bcDUYB	IW1
N4_bcDVAQ	IW3
N4_bcDVBK	Recruited_macrophage
N4_bcDVCV	Neutrophils1
N4_bcDVDJ	Erythrocyte
N4_bcDVDK	Early_B
N4_bcDVDY	Erythrocyte
N4_bcDVHG	Neutrophils1
N4_bcDVHY	Neutrophils1
N4_bcDVMH	Erythrocyte
N4_bcDVPQ	Tcells
N4_bcDVPY	Recruited_macrophage
N4_bcDVQV	Erythrocyte
N4_bcDVVX	Neutrophils1
N4_bcDVZS	Leydig
N4_bcDWAD	IW3
N4_bcDWBF	Erythrocyte
N4_bcDWFC	Neutrophils1
N4_bcDWFQ	Erythrocyte
N4_bcDWHL	IW1
N4_bcDWID	Erythrocyte
N4_bcDWIO	Erythrocyte
N4_bcDWKP	IW3
N4_bcDWKU	Neutrophils1
N4_bcDWLC	Recruited_macrophage
N4_bcDWLT	Erythrocyte
N4_bcDWMT	Erythrocyte
N4_bcDWOR	Erythrocyte
N4_bcDWTV	Leydig
N4_bcDWUV	Neutrophils1
N4_bcDWWB	Erythrocyte
N4_bcDWYO	Erythrocyte
N4_bcDXAG	Recruited_macrophage
N4_bcDXBB	FLB1
N4_bcDXDE	Erythrocyte
N4_bcDXJB	IW1
N4_bcDXJO	Erythrocyte
N4_bcDXKI	Erythrocyte
N4_bcDXMW	Endo
N4_bcDXMX	Neutrophils1
N4_bcDXNU	Schwann
N4_bcDXOB	Neutrophils1
N4_bcDXRT	Endo
N4_bcDXVP	IW1
N4_bcDXYR	Neutrophils1
N4_bcDYBA	FLB1
N4_bcDYBB	FLB2
N4_bcDYCD	FLB1
N4_bcDYCS	Erythrocyte
N4_bcDYFA	FLB2
N4_bcDYFX	IW1
N4_bcDYHC	DC
N4_bcDYIH	Erythrocyte
N4_bcDYIR	Neutrophils1
N4_bcDYJM	FLB2
N4_bcDYMS	SSC
N4_bcDYMX	Erythrocyte
N4_bcDYND	Erythrocyte
N4_bcDYNT	SSC
N4_bcDYPV	PhagNeutrophils
N4_bcDYST	Neutrophils1
N4_bcDYXA	Neutrophils1
N4_bcDZBR	Erythrocyte
N4_bcDZDV	Erythrocyte
N4_bcDZFI	Tcells
N4_bcDZKC	IW1
N4_bcDZKH	Recruited_macrophage
N4_bcDZOR	Erythrocyte
N4_bcDZOZ	Tcells
N4_bcDZPC	Erythrocyte
N4_bcDZQC	Erythrocyte
N4_bcDZRZ	DC
N4_bcDZVY	Erythrocyte
N4_bcDZWR	IW1
N4_bcDZYG	Erythrocyte
N4_bcDZYZ	IW1
N4_bcEAFO	Erythrocyte
N4_bcEAIA	Erythrocyte
N4_bcEAIE	Neutrophils1
N4_bcEAIZ	IW1
N4_bcEAKE	Erythrocyte
N4_bcEAKZ	Erythrocyte
N4_bcEAMW	Recruited_macrophage
N4_bcEANH	IW1
N4_bcEANV	FLB1
N4_bcEAPQ	Schwann
N4_bcEAPS	Erythrocyte
N4_bcEARP	Neutrophils1
N4_bcEATW	FLB2
N4_bcEAUU	DC
N4_bcEAUY	Erythrocyte
N4_bcEAVM	Neutrophils1
N4_bcEAWI	Neutrophils1
N4_bcEAWL	Recruited_macrophage
N4_bcEBHH	Recruited_macrophage
N4_bcEBJN	Neutrophils1
N4_bcEBNS	Erythrocyte
N4_bcEBNZ	Erythrocyte
N4_bcEBPW	Neutrophils1
N4_bcEBUH	IW1
N4_bcEBWF	Recruited_macrophage
N4_bcECDB	PhagNeutrophils
N4_bcECDV	Bcell
N4_bcECFV	Neutrophils1
N4_bcECIJ	Schwann
N4_bcECIN	Erythrocyte
N4_bcECJQ	IW1
N4_bcECKC	Erythrocyte
N4_bcECTT	Endo
N4_bcECVT	FLB2
N4_bcEDCI	Neutrophils1
N4_bcEDEP	SSC
N4_bcEDHB	PhagNeutrophils
N4_bcEDJJ	Endo
N4_bcEDKM	Erythrocyte
N4_bcEDKN	Erythrocyte
N4_bcEDMA	IW1
N4_bcEDPI	Erythrocyte
N4_bcEDPW	BasalWE
N4_bcEDSC	FLB1
N4_bcEDSI	Erythrocyte
N4_bcEDTR	Recruited_macrophage
N4_bcEDUQ	IW1
N4_bcEDUZ	Erythrocyte
N4_bcEDVA	Early_B
N4_bcEDWP	Erythrocyte
N4_bcEDXN	Neutrophils1
N4_bcEDYA	Erythrocyte
N4_bcEDYX	Erythrocyte
N4_bcEEDC	IW1
N4_bcEEGJ	Erythrocyte
N4_bcEEHG	IW3
N4_bcEEJV	Neutrophils1
N4_bcEELM	IW1
N4_bcEEMY	Neutrophils1
N4_bcEESA	Tcells
N4_bcEFBC	Neutrophils1
N4_bcEFGP	Neutrophils1
N4_bcEFPW	IW1
N4_bcEFPY	Neutrophils1
N4_bcEFRC	Leydig
N4_bcEFVQ	Tcells
N4_bcEFWG	PhagNeutrophils
N4_bcEFXV	IW2
N4_bcEGBW	Neutrophils1
N4_bcEGGW	Erythrocyte
N4_bcEGMY	Erythrocyte
N4_bcEGOK	Erythrocyte
N4_bcEGQS	Tcells
N4_bcEGRC	Neutrophils1
N4_bcEGWI	IW3
N4_bcEGXL	Leydig
N4_bcEGZA	FLB1
N4_bcEHKQ	Erythrocyte
N4_bcEHNK	Neutrophils1
N4_bcEHTL	Erythrocyte
N4_bcEHTT	Recruited_macrophage
N4_bcEHZC	Neutrophils1
N4_bcEHZH	Neutrophils1
N4_bcEIIX	Neutrophils1
N4_bcEIKU	Erythrocyte
N4_bcEIZE	Neutrophils1
N4_bcEJAL	Erythrocyte
N4_bcEJDY	IW1
N4_bcEJGB	Erythrocyte
N4_bcEJJD	IW1
N4_bcEJKX	FLB1
N4_bcEJMD	Erythrocyte
N4_bcEJMM	Neutrophils1
N4_bcEJTM	Neutrophils1
N4_bcEJXP	Leydig
N4_bcEJZU	Erythrocyte
N4_bcEKCK	Erythrocyte
N4_bcEKCV	Erythrocyte
N4_bcEKEC	Erythrocyte
N4_bcEKEK	Erythrocyte
N4_bcEKGY	Erythrocyte
N4_bcEKJI	Erythrocyte
N4_bcEKJW	DC
N4_bcEKOZ	FLB1
N4_bcEKPM	Neutrophils1
N4_bcEKSF	Neutrophils1
N4_bcEKTU	Erythrocyte
N4_bcELLU	Neutrophils1
N4_bcELPQ	IW1
N4_bcELPU	IW1
N4_bcELRF	IW1
N4_bcELXQ	Recruited_macrophage
N4_bcELZA	Erythrocyte
N4_bcEMCN	IW1
N4_bcEMKU	FLB1
N4_bcEMLJ	Neutrophils1
N4_bcEMLZ	Neutrophils1
N4_bcEMOX	FLB2
N4_bcEMPN	Recruited_macrophage
N4_bcEMQS	BasalWE
N4_bcEMXJ	Neutrophils1
N4_bcEMXQ	Neutrophils1
N4_bcEMXW	FLB1
N4_bcEMYB	Erythrocyte
N4_bcENBV	PhagNeutrophils
N4_bcENCZ	Neutrophils1
N4_bcENFL	Erythrocyte
N4_bcENFV	FLB1
N4_bcENHM	IW3
N4_bcENHV	Erythrocyte
N4_bcENIW	Early_B
N4_bcENLK	Erythrocyte
N4_bcENMI	Neutrophils1
N4_bcENQE	IW1
N4_bcENTX	Erythrocyte
N4_bcENXX	Leydig
N4_bcEOCX	Erythrocyte
N4_bcEOID	Recruited_macrophage
N4_bcEOKB	Erythrocyte
N4_bcEOMS	Erythrocyte
N4_bcEOON	FLB2
N4_bcEOPD	Erythrocyte
N4_bcEOPG	Early_B
N4_bcEOUF	Leydig
N4_bcEOVW	Neutrophils1
N4_bcEPDT	Neutrophils1
N4_bcEPFV	Schwann
N4_bcEPIB	Erythrocyte
N4_bcEPQS	Neutrophils1
N4_bcEPUP	Erythrocyte
N4_bcEPVJ	Recruited_macrophage
N4_bcEPVQ	Bcell
N4_bcEPWH	Neutrophils1
N4_bcEQGE	IW1
N4_bcEQGL	IW1
N4_bcEQPG	Recruited_macrophage
N4_bcEQRO	Neutrophils1
N4_bcEQTA	Neutrophils1
N4_bcEQWA	IW1
N4_bcEQWM	Neutrophils1
N4_bcEQXR	IW1
N4_bcEQYD	FLB1
N4_bcERCJ	Erythrocyte
N4_bcERLQ	Leydig
N4_bcERMR	Erythrocyte
N4_bcESCB	Erythrocyte
N4_bcESEY	Tcells
N4_bcESFK	IW3
N4_bcESGR	Early_B
N4_bcESGV	Recruited_macrophage
N4_bcESHL	IW1
N4_bcESHS	Early_B
N4_bcESHV	PhagNeutrophils
N4_bcESJL	Neutrophils1
N4_bcESLC	PhagNeutrophils
N4_bcESLZ	Bcell
N4_bcESMR	SSC
N4_bcESOC	IW3
N4_bcESPB	Erythrocyte
N4_bcESRF	Erythrocyte
N4_bcESSL	SSC
N4_bcETBV	Neutrophils1
N4_bcETHH	IW1
N4_bcETKQ	Neutrophils1
N4_bcETLR	SSC
N4_bcETMR	Erythrocyte
N4_bcETNA	Neutrophils1
N4_bcETNX	Neutrophils1
N4_bcETRX	IW1
N4_bcETYU	SSC
N4_bcEUDB	Leydig
N4_bcEUGY	Neutrophils1
N4_bcEUHO	Tcells
N4_bcEUIA	Recruited_macrophage
N4_bcEUOM	Early_B
N4_bcEUQG	Recruited_macrophage
N4_bcEUSB	DC
N4_bcEUUI	Erythrocyte
N4_bcEUWN	IW1
N4_bcEUYS	SSC
N4_bcEVBN	Neutrophils1
N4_bcEVHT	Erythrocyte
N4_bcEVLG	Erythrocyte
N4_bcEVLK	Erythrocyte
N4_bcEVMT	IW3
N4_bcEVOA	Recruited_macrophage
N4_bcEVVW	Neutrophils1
N4_bcEVXZ	Erythrocyte
N4_bcEWHC	Leydig
N4_bcEWHV	Bcell
N4_bcEWQP	Neutrophils1
N4_bcEXCW	Erythrocyte
N4_bcEXEQ	IW1
N4_bcEXGR	Recruited_macrophage
N4_bcEXMX	Erythrocyte
N4_bcEXND	Erythrocyte
N4_bcEXPB	Neutrophils1
N4_bcEXPL	Endo
N4_bcEXQX	FLB1
N4_bcEXWN	Tcells
N4_bcEXYG	Neutrophils1
N4_bcEYAY	IW1
N4_bcEYCB	Leydig
N4_bcEYCH	Erythrocyte
N4_bcEYIB	Neutrophils1
N4_bcEYKC	Erythrocyte
N4_bcEYSX	Neutrophils1
N4_bcEYWI	Erythrocyte
N4_bcEYWP	Recruited_macrophage
N4_bcEYXY	Leydig
N4_bcEZAF	Recruited_macrophage
N4_bcEZIT	Neutrophils1
N4_bcEZNI	Erythrocyte
N4_bcEZQO	Erythrocyte
N4_bcEZUV	Neutrophils1
N4_bcEZXB	IW3
N4_bcEZXR	Tcells
N4_bcEZXY	SSC
N4_bcFAAA	Erythrocyte
