cell	cell_type
S3_bcFQKQ	FLB5
S3_bcFQSO	Macrophage
S3_bcFQVQ	FLB5
S3_bcFQWV	FLB4
S3_bcFQYC	MyogenicBlastema
S3_bcFQYT	EarlyB
S3_bcFRAI	Macrophage
S3_bcFRHK	FLB4
S3_bcFRIM	FLB4
S3_bcFRKH	Macrophage
S3_bcFSDQ	BasalWE
S3_bcFSGA	FLB4
S3_bcFSGW	FLB5
S3_bcFSLH	EarlyB
S3_bcFSNP	FLB5
S3_bcFSPX	Endothelial
S3_bcFSQC	Macrophage
S3_bcFSXT	FLB5
S3_bcFTHI	Erythrocyte1
S3_bcFTKX	Endothelial
S3_bcFTTI	Macrophage
S3_bcFUCR	Endothelial
S3_bcFUEB	Erythrocyte1
S3_bcFUFP	Tcell
S3_bcFUGB	FLB4
S3_bcFUOB	Macrophage
S3_bcFUVX	FLB3
S3_bcFUXD	Macrophage
S3_bcFUZJ	FLB4
S3_bcFUZM	FLB3
S3_bcFVBD	FLB4
S3_bcFVBY	FLB3
S3_bcFVEG	Macrophage
S3_bcFVNP	Macrophage
S3_bcFVRX	Macrophage
S3_bcFVUB	FLB4
S3_bcFVWF	FLB4
S3_bcFWAN	FLB4
S3_bcFWDL	MyogenicBlastema
S3_bcFWQU	Macrophage
S3_bcFWRC	Macrophage
S3_bcFWTK	Macrophage
S3_bcFWTW	Erythrocyte1
S3_bcFWUU	Macrophage
S3_bcFWWA	Tcell
S3_bcFWWY	Macrophage
S3_bcFXGG	Macrophage
S3_bcFXMS	Erythrocyte2
S3_bcFXMZ	FLB4
S3_bcFXPA	Erythrocyte1
S3_bcFXZG	EarlyB
S3_bcFYAZ	FLB4
S3_bcFYIQ	Erythrocyte1
S3_bcFYRO	Erythrocyte1
S3_bcFYUW	Erythrocyte1
S3_bcFZJA	FLB4
S3_bcFZOF	MyogenicBlastema
S3_bcFZUD	FLB4
S3_bcFZXJ	FLB4
S3_bcGADF	Tcell
S3_bcGADT	EarlyB
S3_bcGAGI	FLB4
S3_bcGALO	Macrophage
S3_bcGARQ	FLB4
S3_bcGAST	Erythrocyte1
S3_bcGASW	Tcell
S3_bcGBBV	FLB4
S3_bcGBHS	FLB4
S3_bcGBKT	MyogenicBlastema
S3_bcGBPF	Erythrocyte1
S3_bcGBPG	Macrophage
S3_bcGBQN	FLB5
S3_bcGBQZ	FLB4
S3_bcGCAV	Macrophage
S3_bcGCLK	EarlyB
S3_bcGCMS	Macrophage
S3_bcGCRI	Macrophage
S3_bcGDCE	FLB4
S3_bcGDYE	Macrophage
S3_bcGDZL	Macrophage
S3_bcGEEF	FLB5
S3_bcGERC	FLB4
S3_bcGESI	Macrophage
S3_bcGFDS	Macrophage
S3_bcGFGN	FLB4
S3_bcGFPW	FLB4
S3_bcGFTY	FLB5
S3_bcGFUK	FLB4
S3_bcGFUV	Macrophage
S3_bcGFWN	FLB4
S3_bcGGGR	FLB4
S3_bcGGHO	Erythrocyte1
S3_bcGGKY	Macrophage
S3_bcGGUO	FLB5
S3_bcGHLE	FLB5
S3_bcGHMB	FLB4
S3_bcGHRP	Macrophage
S3_bcGIAA	Macrophage
S3_bcGIBW	FLB5
S3_bcGIFP	Endothelial
S3_bcGIOE	Macrophage
S3_bcGIPU	FLB5
S3_bcGIWD	FLB3
S3_bcGJMO	Macrophage
S3_bcGJOU	FLB5
S3_bcGJPB	Macrophage
S3_bcGKIK	FLB4
S3_bcGKQL	Macrophage
S3_bcGKRU	FLB4
S3_bcGKTY	FLB4
S3_bcGKUN	Erythrocyte1
S3_bcGKXE	FLB5
S3_bcGKYG	Erythrocyte1
S3_bcGLCT	FLB4
S3_bcGLFK	Macrophage
S3_bcGLGG	FLB5
S3_bcGLGN	Erythrocyte1
S3_bcGLGU	Erythrocyte1
S3_bcGLGW	Endothelial
S3_bcGLMV	Erythrocyte2
S3_bcGLXJ	MyogenicBlastema
S3_bcGMDX	Macrophage
S3_bcGMDZ	FLB4
S3_bcGMGG	Tenocyte
S3_bcGMKD	Endothelial
S3_bcGMMF	Tcell
S3_bcGMPG	Macrophage
S3_bcGMYM	FLB5
S3_bcGMZS	FLB4
S3_bcGNCG	FLB5
S3_bcGNDG	Macrophage
S3_bcGNLG	FLB5
S3_bcGNPU	Erythrocyte1
S3_bcGNTV	FLB5
S3_bcGOEY	Endothelial
S3_bcGOIC	BasalWE
S3_bcGOJW	EarlyB
S3_bcGOKT	FLB5
S3_bcGOQD	Macrophage
S3_bcGOSX	Tenocyte
S3_bcGOTK	FLB4
S3_bcGOWQ	FLB4
S3_bcGPAK	Endothelial
S3_bcGPQD	BasalWE
S3_bcGPRA	Macrophage
S3_bcGQAH	FLB4
S3_bcGQHP	FLB4
S3_bcGQMA	FLB3
S3_bcGQPD	BasalWE
S3_bcGQRZ	FLB5
S3_bcGRCJ	FLB5
S3_bcGREA	FLB4
S3_bcGRLA	FLB4
S3_bcGRVU	FLB4
S3_bcGSAL	Macrophage
S3_bcGSDT	Erythrocyte1
S3_bcGSIY	MyogenicBlastema
S3_bcGSJN	FLB5
S3_bcGSJR	FLB3
S3_bcGSOM	Erythrocyte1
S3_bcGSOU	FLB4
S3_bcGSPY	Erythrocyte1
S3_bcGSXT	FLB4
S3_bcGSYZ	MyogenicBlastema
S3_bcGTAR	Erythrocyte1
S3_bcGTGJ	EarlyB
S3_bcGTGO	FLB5
S3_bcGTIE	Erythrocyte2
S3_bcGTMG	Macrophage
S3_bcGTMI	FLB3
S3_bcGTRN	FLB5
S3_bcGTXH	Tcell
S3_bcGUBM	Macrophage
S3_bcGUGO	Macrophage
S3_bcGUIS	FLB4
S3_bcGUOA	Erythrocyte1
S3_bcGUOC	Macrophage
S3_bcGUOH	Erythrocyte1
S3_bcGUZR	Tcell
S3_bcGVGC	FLB4
S3_bcGVJE	Tcell
S3_bcGVTD	Erythrocyte1
S3_bcGWBQ	FLB4
S3_bcGWIW	FLB4
S3_bcGWKT	FLB5
S3_bcGWOM	Macrophage
S3_bcGWXP	Macrophage
S3_bcGXDY	Macrophage
S3_bcGXJB	MyogenicBlastema
S3_bcGXMU	FLB4
S3_bcGXSG	FLB3
S3_bcGXXM	Macrophage
S3_bcGXXO	Macrophage
S3_bcGYAH	FLB4
S3_bcGYIU	FLB4
S3_bcGYNN	FLB5
S3_bcGYWY	FLB4
S3_bcGYYK	FLB3
S3_bcGZFC	Macrophage
S3_bcGZLK	FLB4
S3_bcGZLN	FLB3
S3_bcGZSA	FLB4
S3_bcGZWQ	FLB5
S3_bcGZXF	FLB4
S3_bcHABU	Macrophage
S3_bcHAEE	FLB4
S3_bcHAGP	FLB5
S3_bcHAHD	EarlyB
S3_bcHAML	Macrophage
S3_bcHAMV	FLB4
S3_bcHAOO	Erythrocyte1
S3_bcHASO	Macrophage
S3_bcHASY	FLB4
S3_bcHAUZ	Macrophage
S3_bcHBCE	Macrophage
S3_bcHBNX	EarlyB
S3_bcHBNY	Macrophage
S3_bcHBRF	FLB4
S3_bcHCGR	FLB4
S3_bcHCLY	Tcell
S3_bcHCSI	FLB4
S3_bcHDCS	Macrophage
S3_bcHDEQ	Macrophage
S3_bcHDFX	FLB4
S3_bcHDJM	FLB4
S3_bcHDLL	FLB4
S3_bcHDNF	FLB5
S3_bcHDPU	Macrophage
S3_bcHDQQ	Erythrocyte1
S3_bcHDRG	Erythrocyte1
S3_bcHDSR	FLB4
S3_bcHDSV	FLB4
S3_bcHEDI	FLB5
S3_bcHEFH	Macrophage
S3_bcHEGD	Macrophage
S3_bcHEPY	Erythrocyte1
S3_bcHEUL	FLB3
S3_bcHEWA	FLB5
S3_bcHFCM	EarlyB
S3_bcHFHJ	FLB5
S3_bcHFNY	Macrophage
S3_bcHFRO	Macrophage
S3_bcHFXV	Erythrocyte1
S3_bcHGAJ	BasalWE
S3_bcHGAY	Erythrocyte1
S3_bcHGEE	MyogenicBlastema
S3_bcHGIR	Macrophage
S3_bcHGLK	FLB4
S3_bcHGNP	Macrophage
S3_bcHGSW	Macrophage
S3_bcHGWB	FLB4
S3_bcHHAP	FLB4
S3_bcHHAX	FLB3
S3_bcHHFC	Erythrocyte1
S3_bcHHGS	Macrophage
S3_bcHHHJ	Macrophage
S3_bcHHIW	Erythrocyte1
S3_bcHHTL	Neutro
S3_bcHIBS	Endothelial
S3_bcHICE	Tcell
S3_bcHIDB	Erythrocyte1
S3_bcHIHS	Macrophage
S3_bcHISQ	Macrophage
S3_bcHIUW	FLB4
S3_bcHJCQ	Macrophage
S3_bcHJEC	Erythrocyte1
S3_bcHJHG	FLB4
S3_bcHJIF	FLB5
S3_bcHJJB	Macrophage
S3_bcHJKO	FLB4
S3_bcHJQI	Macrophage
S3_bcHKFI	FLB5
S3_bcHKIT	Macrophage
S3_bcHKNB	Tcell
S3_bcHKOB	Macrophage
S3_bcHKVB	Tcell
S3_bcHLDM	FLB4
S3_bcHLDU	FLB5
S3_bcHLKI	FLB4
S3_bcHLLQ	Macrophage
S3_bcHLMK	FLB3
S3_bcHLNL	Macrophage
S3_bcHLNS	EarlyB
S3_bcHLYO	FLB4
S3_bcHMDN	FLB4
S3_bcHMFT	FLB4
S3_bcHMHB	Macrophage
S3_bcHMKD	Erythrocyte1
S3_bcHNLT	Macrophage
S3_bcHNPI	Erythrocyte1
S3_bcHNXL	Erythrocyte1
S3_bcHNYG	Macrophage
S3_bcHOJS	FLB5
S3_bcHORI	Erythrocyte1
S3_bcHOSS	FLB4
S3_bcHOTS	Tcell
S3_bcHOWK	Tcell
S3_bcHPAD	Macrophage
S3_bcHPBB	FLB5
S3_bcHPKQ	Macrophage
S3_bcHPOD	FLB4
S3_bcHPTR	FLB4
S3_bcHPVK	Macrophage
S3_bcHQID	Macrophage
S3_bcHQJA	Macrophage
S3_bcHQKY	FLB4
S3_bcHQRH	FLB4
S3_bcHQYJ	FLB5
S3_bcHRBN	MyogenicBlastema
S3_bcHRNP	Macrophage
S3_bcHRWM	EarlyB
S3_bcHRXV	BasalWE
S3_bcHSBM	Macrophage
S3_bcHSCA	Erythrocyte1
S3_bcHSFP	MyogenicBlastema
S3_bcHSOI	FLB5
S3_bcHTBH	Macrophage
S3_bcHTHD	Macrophage
S3_bcHTJO	Endothelial
S3_bcHTJQ	FLB4
S3_bcHTUL	Macrophage
S3_bcHUML	Macrophage
S3_bcHUSL	Erythrocyte1
S3_bcHUVJ	Endothelial
S3_bcHUVQ	FLB4
S3_bcHVBB	Erythrocyte1
S3_bcHVFC	FLB3
S3_bcHVFL	FLB4
S3_bcHVFZ	Macrophage
S3_bcHVGC	Macrophage
S3_bcHVGN	FLB4
S3_bcHVLT	Erythrocyte2
S3_bcHVOU	Macrophage
S3_bcHVZV	MyogenicBlastema
S3_bcHWBF	Tenocyte
S3_bcHWEW	Macrophage
S3_bcHWKH	Endothelial
S3_bcHWLN	FLB5
S3_bcHWMZ	Erythrocyte1
S3_bcHWOH	FLB4
S3_bcHWSI	FLB4
S3_bcHWSS	MyogenicBlastema
S3_bcHWVE	FLB5
S3_bcHWYC	FLB3
S3_bcHXBA	BasalWE
S3_bcHXMZ	Tenocyte
S3_bcHXPP	FLB4
S3_bcHXRR	Erythrocyte1
S3_bcHXTC	FLB4
S3_bcHYHV	FLB5
S3_bcHYNV	FLB5
S3_bcHYSG	FLB5
S3_bcHYSJ	FLB4
S3_bcHYZH	FLB3
S3_bcHZBP	Macrophage
S3_bcHZBS	FLB3
S3_bcHZDW	Erythrocyte1
S3_bcHZSL	FLB4
S3_bcIACT	Erythrocyte1
S3_bcIAIM	FLB5
S3_bcIAUX	Tcell
S3_bcIBAW	FLB4
S3_bcIBBK	Macrophage
S3_bcIBFR	Macrophage
S3_bcIBHB	Macrophage
S3_bcIBSW	FLB4
S3_bcIBUH	FLB5
S3_bcIBVV	FLB5
S3_bcIBWD	Macrophage
S3_bcICBL	FLB4
S3_bcICEA	FLB5
S3_bcICUO	Tenocyte
S3_bcICWH	FLB4
S3_bcIDAX	FLB4
S3_bcIDGS	Tcell
S3_bcIDHB	FLB4
S3_bcIDHY	FLB5
S3_bcIDJX	Erythrocyte2
S3_bcIDKW	Macrophage
S3_bcIDMU	Macrophage
S3_bcIDNW	Erythrocyte1
S3_bcIDVK	Endothelial
S3_bcIDZR	BasalWE
S3_bcIEDT	FLB3
S3_bcIEKM	Endothelial
S3_bcIEOF	Endothelial
S3_bcIEOG	Macrophage
S3_bcIEPO	Macrophage
S3_bcIEUB	EarlyB
S3_bcIEZK	FLB5
S3_bcIFFO	Macrophage
S3_bcIFJX	FLB3
S3_bcIFYM	Macrophage
S3_bcIFYP	MyogenicBlastema
S3_bcIGHO	FLB4
S3_bcIGJL	FLB4
S3_bcIGLJ	FLB5
S3_bcIGNN	MyogenicBlastema
S3_bcIGRB	Erythrocyte1
S3_bcIHCS	EarlyB
S3_bcIHNH	Macrophage
S3_bcIHOQ	FLB5
S3_bcIHQA	Erythrocyte1
S3_bcIHTG	Macrophage
S3_bcIHTX	Endothelial
S3_bcIHUE	Endothelial
S3_bcIHXW	FLB5
S3_bcIICC	MyogenicBlastema
S3_bcIIET	EarlyB
S3_bcIIJH	MyogenicBlastema
S3_bcIIJK	EarlyB
S3_bcIIKE	FLB4
S3_bcIILH	Macrophage
S3_bcIJBI	FLB4
S3_bcIJCG	Endothelial
S3_bcIJMI	FLB5
S5_bcAAFJ	FLB5
S5_bcAALE	Tcell
S5_bcAAUG	FLB4
S5_bcABBW	Macrophage
S5_bcABEJ	Erythrocyte2
S5_bcABLT	Erythrocyte2
S5_bcABPD	BasalWE
S5_bcABXH	FLB5
S5_bcACEJ	Erythrocyte2
S5_bcACTA	BasalWE
S5_bcACUK	Erythrocyte2
S5_bcACWK	FLB5
S5_bcACZD	Tcell
S5_bcADHN	BasalWE
S5_bcADHO	Macrophage
S5_bcADRN	Macrophage
S5_bcAEDF	Macrophage
S5_bcAEWL	Erythrocyte2
S5_bcAFPE	EarlyB
S5_bcAGJS	FLB4
S5_bcAGJV	Erythrocyte2
S5_bcAGRG	FLB5
S5_bcAHHR	Macrophage
S5_bcAHNQ	FLB5
S5_bcAHOU	FLB5
S5_bcAHPW	Macrophage
S5_bcAHXQ	Erythrocyte1
S5_bcAHYS	Erythrocyte1
S5_bcAIJF	Erythrocyte2
S5_bcAILD	Macrophage
S5_bcAIRW	Erythrocyte2
S5_bcAJIH	Erythrocyte2
S5_bcAJQF	FLB5
S5_bcAJTQ	Macrophage
S5_bcAJTT	Macrophage
S5_bcAKER	Erythrocyte1
S5_bcAKFF	Endothelial
S5_bcAKHH	Tcell
S5_bcAKKU	Macrophage
S5_bcAKMS	Erythrocyte2
S5_bcAKOL	BasalWE
S5_bcAKOU	FLB5
S5_bcALCV	Neutro
S5_bcALNW	Macrophage
S5_bcALZV	Erythrocyte2
S5_bcAMHK	Macrophage
S5_bcAMTT	Macrophage
S5_bcANND	Macrophage
S5_bcANOI	Erythrocyte2
S5_bcAOKK	Macrophage
S5_bcAONP	Macrophage
S5_bcAOYZ	FLB5
S5_bcAPAE	Erythrocyte2
S5_bcAPBB	Erythrocyte2
S5_bcAQCT	Erythrocyte2
S5_bcAQTC	Erythrocyte2
S5_bcAQVX	Erythrocyte1
S5_bcAQZK	FLB5
S5_bcARXK	Macrophage
S5_bcARXR	FLB5
S5_bcASAX	Macrophage
S5_bcASBS	Erythrocyte2
S5_bcATCA	EarlyB
S5_bcATGQ	Macrophage
S5_bcATTV	Erythrocyte1
S5_bcAUEE	Erythrocyte2
S5_bcAUKT	Erythrocyte2
S5_bcAUMR	Tcell
S5_bcAUQG	Erythrocyte2
S5_bcAUSO	FLB5
S5_bcAVJH	Erythrocyte2
S5_bcAVKS	Erythrocyte2
S5_bcAVZU	Macrophage
S5_bcAWBC	Macrophage
S5_bcAWDG	Erythrocyte2
S5_bcAWHY	Erythrocyte2
S5_bcAWKK	FLB5
S5_bcAWND	FLB5
S5_bcAXEF	FLB5
S5_bcAXER	Macrophage
S5_bcAXGJ	Erythrocyte1
S5_bcAXHO	Macrophage
S5_bcAXQB	Erythrocyte2
S5_bcAXRT	Erythrocyte2
S5_bcAXTM	Erythrocyte2
S5_bcAXUX	Macrophage
S5_bcAYDE	Erythrocyte1
S5_bcAYJT	Erythrocyte2
S5_bcAYKE	Erythrocyte2
S5_bcAYTU	Erythrocyte1
S5_bcAYUB	Erythrocyte2
S5_bcAZDV	Tcell
S5_bcAZGB	Macrophage
S5_bcAZGZ	Erythrocyte2
S5_bcAZKX	Neutro
S5_bcAZWV	Tcell
S5_bcAZXE	Erythrocyte2
S5_bcAZZP	Tcell
S5_bcBABS	FLB5
S5_bcBANI	Erythrocyte1
S5_bcBAVT	Erythrocyte2
S5_bcBAWH	Erythrocyte2
S5_bcBBUK	FLB5
S5_bcBCBX	Erythrocyte1
S5_bcBCJF	FLB5
S5_bcBCSI	Neutro
S5_bcBCUC	Macrophage
S5_bcBCXU	FLB5
S5_bcBCZC	FLB4
S5_bcBDGV	Erythrocyte1
S5_bcBDRO	FLB5
S5_bcBDZX	Macrophage
S5_bcBEGQ	Neutro
S5_bcBEHQ	Macrophage
S5_bcBEIO	Erythrocyte1
S5_bcBFFG	Neutro
S5_bcBFOX	FLB5
S5_bcBFSB	Erythrocyte2
S5_bcBFWH	Tcell
S5_bcBGAS	FLB5
S5_bcBGMA	Erythrocyte2
S5_bcBGUJ	Erythrocyte2
S5_bcBGWM	EarlyB
S5_bcBGZQ	Erythrocyte2
S5_bcBHSV	Macrophage
S5_bcBIAJ	FLB5
S5_bcBIHI	Erythrocyte2
S5_bcBILG	FLB4
S5_bcBINE	Erythrocyte2
S5_bcBITB	Erythrocyte2
S5_bcBIZJ	Erythrocyte1
S5_bcBJFP	Macrophage
S5_bcBJHQ	FLB5
S5_bcBKMX	Macrophage
S5_bcBKQY	Erythrocyte2
S5_bcBKYG	Tcell
S5_bcBLCH	Tcell
S5_bcBLJQ	FLB5
S5_bcBLMT	Erythrocyte2
S5_bcBLYF	Macrophage
S5_bcBMBC	Neutro
S5_bcBMCO	Tcell
S5_bcBMPH	FLB5
S5_bcBNGT	Macrophage
S5_bcBOOW	Erythrocyte2
S5_bcBOVH	FLB5
S5_bcBOWA	Erythrocyte1
S5_bcBPCG	Macrophage
S5_bcBPEJ	Erythrocyte2
S5_bcBPXC	FLB5
S5_bcBPZF	BasalWE
S5_bcBQEW	BasalWE
S5_bcBQMM	Erythrocyte1
S5_bcBQNE	FLB5
S5_bcBQQO	Erythrocyte1
S5_bcBQZX	Erythrocyte2
S5_bcBRGA	Macrophage
S5_bcBRIK	FLB5
S5_bcBRTI	Erythrocyte2
S5_bcBSFP	Tcell
S5_bcBSIH	Erythrocyte1
S5_bcBSMB	Erythrocyte1
S5_bcBSRW	Macrophage
S5_bcBSZN	Erythrocyte1
S5_bcBTDL	Erythrocyte2
S5_bcBTDM	Erythrocyte1
S5_bcBTNA	Tcell
S5_bcBTNM	FLB5
S5_bcBTNU	FLB5
S5_bcBTPN	Macrophage
S5_bcBTRQ	Erythrocyte2
S5_bcBTTU	Macrophage
S5_bcBTUS	Erythrocyte1
S5_bcBVCV	Erythrocyte2
S5_bcBWGX	FLB5
S5_bcBWJZ	FLB5
S5_bcBWMI	Erythrocyte2
S5_bcBWWA	FLB5
S5_bcBXDH	BasalWE
S5_bcBXLD	Macrophage
S5_bcBXMN	Macrophage
S5_bcBXNM	Erythrocyte2
S5_bcBXWM	FLB4
S5_bcBYTL	FLB5
S5_bcBYZS	Erythrocyte2
S5_bcBZMT	Erythrocyte2
S5_bcCAGP	Erythrocyte2
S5_bcCALJ	FLB4
S5_bcCAMU	BasalWE
S5_bcCAYC	Erythrocyte2
S5_bcCBCS	BasalWE
S5_bcCBFY	FLB5
S5_bcCBQF	Erythrocyte2
S5_bcCBVP	FLB5
S5_bcCCDS	Macrophage
S5_bcCCEY	FLB4
S5_bcCCGG	Erythrocyte2
S5_bcCCUG	Macrophage
S5_bcCCWN	FLB5
S5_bcCCWZ	FLB5
S5_bcCDCJ	Macrophage
S5_bcCDIS	Endothelial
S5_bcCDMP	Endothelial
S5_bcCDNT	Macrophage
S5_bcCDPY	Macrophage
S5_bcCDQQ	Neutro
S5_bcCDWS	Macrophage
S5_bcCEBE	FLB5
S5_bcCEES	Macrophage
S5_bcCEHD	FLB5
S5_bcCEHN	Erythrocyte2
S5_bcCEPC	Neutro
S5_bcCERP	FLB5
S5_bcCESC	Erythrocyte2
S5_bcCEUX	FLB5
S5_bcCEWR	Erythrocyte2
S5_bcCEXO	MyogenicBlastema
S5_bcCFQJ	FLB5
S5_bcCFVQ	Erythrocyte2
S5_bcCFYL	Erythrocyte2
S5_bcCGJR	FLB4
S5_bcCGKC	Erythrocyte1
S5_bcCGTK	Macrophage
S5_bcCHAZ	Macrophage
S5_bcCHGN	Erythrocyte2
S5_bcCHSU	FLB5
S5_bcCHWE	FLB5
S5_bcCHWW	BasalWE
S5_bcCHZP	FLB5
S5_bcCIAZ	Neutro
S5_bcCIBC	Erythrocyte2
S5_bcCIRL	Erythrocyte2
S5_bcCIWJ	Tcell
S5_bcCJAT	FLB5
S5_bcCJCR	Macrophage
S5_bcCJGJ	FLB5
S5_bcCJJB	Macrophage
S5_bcCJVE	Tcell
S5_bcCJZE	FLB5
S5_bcCKBR	Erythrocyte2
S5_bcCKBX	FLB5
S5_bcCKKU	Endothelial
S5_bcCKSN	Erythrocyte1
S5_bcCKZJ	BasalWE
S5_bcCLBC	Macrophage
S5_bcCLSP	Erythrocyte2
S5_bcCLWC	Macrophage
S5_bcCLXW	BasalWE
S5_bcCMSE	Macrophage
S5_bcCMTM	Erythrocyte2
S5_bcCMYP	FLB5
S5_bcCNED	Erythrocyte2
S5_bcCNFJ	FLB5
S5_bcCNOE	Erythrocyte2
S5_bcCOKB	Macrophage
S5_bcCOLH	Erythrocyte2
S5_bcCONM	Erythrocyte2
S5_bcCPAJ	Erythrocyte2
S5_bcCPGN	Erythrocyte1
S5_bcCPJU	Erythrocyte2
S5_bcCPNJ	Macrophage
S5_bcCPRU	Macrophage
S5_bcCQHN	FLB5
S5_bcCQNB	Macrophage
S5_bcCQQK	Erythrocyte2
S5_bcCQUX	Erythrocyte1
S5_bcCRTV	FLB5
S5_bcCSRJ	FLB5
S5_bcCSVB	BasalWE
S5_bcCSYQ	Erythrocyte2
S5_bcCTMA	Erythrocyte2
S5_bcCTOA	FLB3
S5_bcCUGZ	Erythrocyte2
S5_bcCUHV	BasalWE
S5_bcCUMK	Erythrocyte1
S5_bcCUMV	Erythrocyte2
S5_bcCURQ	FLB5
S5_bcCVRL	Erythrocyte2
S5_bcCVRM	Erythrocyte2
S5_bcCVRU	Erythrocyte2
S5_bcCVUL	Endothelial
S5_bcCVYS	Erythrocyte1
S5_bcCWQZ	Erythrocyte2
S5_bcCWVP	FLB5
S5_bcCWWE	Erythrocyte2
S5_bcCXDR	Macrophage
S5_bcCXIT	Erythrocyte2
S5_bcCXJA	FLB5
S5_bcCXNT	Erythrocyte2
S5_bcCXQH	FLB5
S5_bcCXRW	Erythrocyte1
S5_bcCYHI	Macrophage
S5_bcCYKB	Macrophage
S5_bcCYNI	FLB5
S5_bcCYNU	Erythrocyte1
S5_bcCZAR	FLB5
S5_bcCZEY	Tcell
S5_bcCZFL	Macrophage
S5_bcCZFS	Macrophage
S5_bcCZKW	Macrophage
S5_bcCZNV	Erythrocyte2
S5_bcCZTP	FLB5
S5_bcCZZR	Macrophage
S5_bcDAGC	Erythrocyte1
S5_bcDALF	Erythrocyte2
S5_bcDAWU	BasalWE
S5_bcDBBD	Macrophage
S5_bcDBEL	Macrophage
S5_bcDBQX	Erythrocyte1
S5_bcDBRX	Macrophage
S5_bcDBYL	Erythrocyte1
S5_bcDBYW	FLB5
S5_bcDDDD	BasalWE
S5_bcDDHX	Macrophage
S5_bcDDLO	Erythrocyte2
S5_bcDDNV	Erythrocyte2
S5_bcDDQZ	Macrophage
S5_bcDDSL	Macrophage
S5_bcDEJS	BasalWE
S5_bcDFLO	Erythrocyte2
S5_bcDGDE	Erythrocyte2
S5_bcDGGO	Erythrocyte2
S5_bcDGJE	Erythrocyte1
S5_bcDGNS	Macrophage
S5_bcDGTM	FLB5
S5_bcDHBD	FLB5
S5_bcDHDK	BasalWE
S5_bcDHJD	FLB5
S5_bcDHSE	Macrophage
S5_bcDIHQ	EarlyB
S5_bcDILU	Erythrocyte2
S5_bcDISA	Tcell
S5_bcDIUD	FLB5
S5_bcDIWT	FLB5
S5_bcDKIP	Erythrocyte2
S5_bcDKWK	Tcell
S5_bcDLEE	Erythrocyte2
S5_bcDLJD	Macrophage
S5_bcDLQQ	BasalWE
S5_bcDLYI	Erythrocyte2
S5_bcDMLD	EarlyB
S5_bcDMYR	BasalWE
S5_bcDNJH	BasalWE
S5_bcDNSJ	FLB5
S5_bcDOCU	FLB5
S5_bcDONL	Macrophage
S5_bcDOPI	Erythrocyte2
S5_bcDOWW	FLB5
S5_bcDOYT	FLB4
S5_bcDPCV	FLB5
S5_bcDPIX	Macrophage
S5_bcDPZA	Erythrocyte1
S5_bcDQQT	Erythrocyte2
S5_bcDQYL	Erythrocyte2
S5_bcDQZO	Erythrocyte2
S5_bcDRAE	Macrophage
S5_bcDRGK	EarlyB
S5_bcDRMS	BasalWE
S5_bcDSBW	FLB4
S5_bcDSYO	Tcell
S5_bcDTCB	Erythrocyte2
S5_bcDTCD	Erythrocyte2
S5_bcDTGW	Erythrocyte2
S5_bcDTQA	EarlyB
S5_bcDTRP	BasalWE
S5_bcDTSD	Erythrocyte2
S5_bcDTTB	Macrophage
S5_bcDTWT	Endothelial
S5_bcDUSF	Macrophage
S5_bcDVCU	FLB5
S5_bcDVDE	FLB5
S5_bcDVKK	Erythrocyte2
S5_bcDWDB	Erythrocyte2
S5_bcDWLE	Erythrocyte2
S5_bcDWLR	BasalWE
S5_bcDWLW	Tcell
S5_bcDWOE	Erythrocyte2
S5_bcDWUT	FLB5
S5_bcDWVR	BasalWE
S5_bcDWXK	Erythrocyte2
S5_bcDXHN	Macrophage
S5_bcDXHY	Macrophage
S5_bcDXJP	Tcell
S5_bcDXRE	Macrophage
S5_bcDXRN	FLB5
S5_bcDXYC	Erythrocyte2
S5_bcDYIW	Erythrocyte1
S5_bcDYOZ	Erythrocyte1
S5_bcDYQA	FLB5
S5_bcDZBL	Erythrocyte1
S5_bcDZFE	Erythrocyte2
S5_bcDZME	FLB5
S5_bcEAEN	Erythrocyte2
S5_bcEAKL	EarlyB
S5_bcEAOC	Erythrocyte2
S5_bcEAQK	Erythrocyte2
S5_bcEAWR	Erythrocyte2
S5_bcEBCY	Erythrocyte2
S5_bcEBLL	FLB5
S5_bcEBYL	Macrophage
S5_bcECOF	Erythrocyte2
S5_bcEDEI	Erythrocyte2
S5_bcEDSP	Erythrocyte1
S5_bcEDUD	FLB5
S5_bcEEFC	Erythrocyte1
S5_bcEENU	FLB4
S5_bcEEPM	Erythrocyte2
S5_bcEFDG	FLB5
S5_bcEFGK	Erythrocyte1
S5_bcEFOS	FLB5
S5_bcEFUV	Erythrocyte1
S5_bcEGCV	Neutro
S5_bcEHVX	Macrophage
S5_bcEIHI	BasalWE
S5_bcEIIR	Erythrocyte2
S5_bcEIKZ	Macrophage
S5_bcEITK	FLB4
S5_bcEIXY	Macrophage
S5_bcEJCC	FLB5
S5_bcEKAJ	Erythrocyte2
S5_bcEKJQ	FLB5
S5_bcEKNS	Erythrocyte2
S5_bcELBA	Erythrocyte2
S5_bcELCQ	BasalWE
S5_bcEMBK	Erythrocyte2
S5_bcEMQE	Erythrocyte2
S5_bcEMQL	FLB5
S5_bcEMWK	Erythrocyte2
S5_bcEMXJ	Erythrocyte1
S5_bcENKC	Erythrocyte2
S5_bcENLR	FLB5
