cell	Cell_type
S4_bcFVQJ	Tcells
S4_bcFVTV	IW4
S4_bcFVUV	Erythrocyte
S4_bcFVVT	SSC
S4_bcFVWR	Erythrocyte
S4_bcFVXT	Erythrocyte
S4_bcFVZT	FLB8
S4_bcFWIA	FLB9
S4_bcFWJQ	Erythrocyte
S4_bcFWKB	Erythrocyte
S4_bcFWLA	SSC
S4_bcFWOO	SSC
S4_bcFWPK	Erythrocyte
S4_bcFWTH	Erythrocyte
S4_bcFWYG	Macrophage
S4_bcFXCN	Erythrocyte
S4_bcFXDA	Erythrocyte
S4_bcFXFV	IW4
S4_bcFXGQ	IW5
S4_bcFXHP	IW4
S4_bcFXLH	FLB9
S4_bcFXNB	IW4
S4_bcFXOW	IW5
S4_bcFXRG	Erythrocyte
S4_bcFXWM	Macrophage
S4_bcFYLO	FLB8
S4_bcFYPE	FLB8
S4_bcFYQA	FLB8
S4_bcFYQK	SSC
S4_bcFYVB	Erythrocyte
S4_bcFYXE	Erythrocyte
S4_bcFYYL	Tcells
S4_bcFYYO	IW4
S4_bcFYYY	SSC
S4_bcFZBR	IW5
S4_bcFZFC	Erythrocyte
S4_bcFZGK	IW4
S4_bcFZHW	Erythrocyte
S4_bcFZII	Erythrocyte
S4_bcFZIS	IW4
S4_bcFZOB	SSC
S4_bcFZRE	SSC
S4_bcFZSB	Erythrocyte
S4_bcFZSS	BasalWE1
S4_bcFZTV	Erythrocyte
S4_bcFZWF	Tcells
S4_bcGABW	IW4
S4_bcGAEQ	Erythrocyte
S4_bcGAKN	Pericyte
S4_bcGAPJ	IW5
S4_bcGAQS	IW4
S4_bcGAQX	IW4
S4_bcGARP	Erythrocyte
S4_bcGAVR	Erythrocyte
S4_bcGAWB	IW4
S4_bcGAWF	Erythrocyte
S4_bcGAXW	Erythrocyte
S4_bcGAYL	Erythrocyte
S4_bcGAYN	Erythrocyte
S4_bcGAZR	Erythrocyte
S4_bcGBKJ	FLB9
S4_bcGBPX	Bcells
S4_bcGBST	FLB9
S4_bcGBTH	IW4
S4_bcGBTR	IW4
S4_bcGBUE	Erythrocyte
S4_bcGBVB	IW4
S4_bcGBVC	Erythrocyte
S4_bcGBVG	IW4
S4_bcGBYM	Erythrocyte
S4_bcGBZS	Macrophage
S4_bcGCAO	Erythrocyte
S4_bcGCAT	Erythrocyte
S4_bcGCCC	IW4
S4_bcGCCK	Erythrocyte
S4_bcGCDM	Erythrocyte
S4_bcGCGK	Erythrocyte
S4_bcGCGY	Erythrocyte
S4_bcGCMA	Erythrocyte
S4_bcGCND	Erythrocyte
S4_bcGCPL	Erythrocyte
S4_bcGCPM	Erythrocyte
S4_bcGCRR	FLB9
S4_bcGCSZ	IW4
S4_bcGCTY	Bcells
S4_bcGCVK	BasalWE1
S4_bcGCVZ	FLB8
S4_bcGCWQ	IW4
S4_bcGCXX	Erythrocyte
S4_bcGCXZ	SSC
S4_bcGCYX	Erythrocyte
S4_bcGDBH	Erythrocyte
S4_bcGDIP	IW4
S4_bcGDJV	Erythrocyte
S4_bcGDMM	IW4
S4_bcGDNR	IW4
S4_bcGDSO	FLB8
S4_bcGDTF	FLB9
S4_bcGDVL	IW4
S4_bcGDVM	BasalWE1
S4_bcGDWR	FLB8
S4_bcGDZD	Erythrocyte
S4_bcGEBL	IW4
S4_bcGECJ	IW4
S4_bcGEDL	Erythrocyte
S4_bcGEGM	Tcells
S4_bcGEGO	Macrophage
S4_bcGENW	IW4
S4_bcGEOD	Macrophage
S4_bcGEOY	FLB8
S4_bcGEWY	IW4
S4_bcGEYT	Erythrocyte
S4_bcGFBN	SSC
S4_bcGFCD	Erythrocyte
S4_bcGFDB	Tcells
S4_bcGFEK	FLB8
S4_bcGFHV	Erythrocyte
S4_bcGFJD	FLB8
S4_bcGFKC	Erythrocyte
S4_bcGFKI	Macrophage
S4_bcGFNI	FLB9
S4_bcGFNL	SSC
S4_bcGFNS	Erythrocyte
S4_bcGFSX	Erythrocyte
S4_bcGFTY	IW4
S4_bcGFUG	IW4
S4_bcGFUJ	IW4
S4_bcGFUP	IW5
S4_bcGFUR	IW4
S4_bcGFVM	IW4
S4_bcGFXW	IW4
S4_bcGFYN	Tcells
S4_bcGFYV	Erythrocyte
S4_bcGFZX	Erythrocyte
S4_bcGGBD	Tcells
S4_bcGGCY	Endo
S4_bcGGDV	IW4
S4_bcGGEF	FLB9
S4_bcGGFD	Erythrocyte
S4_bcGGGR	Erythrocyte
S4_bcGGJR	Erythrocyte
S4_bcGGKJ	Erythrocyte
S4_bcGGKS	Macrophage
S4_bcGGKT	Erythrocyte
S4_bcGGLD	IW4
S4_bcGGLI	IW4
S4_bcGGLW	Erythrocyte
S4_bcGGQC	FLB8
S4_bcGGSE	Tcells
S4_bcGGXW	IW4
S4_bcGHCG	BasalWE1
S4_bcGHDD	Erythrocyte
S4_bcGHFY	Erythrocyte
S4_bcGHGT	Erythrocyte
S4_bcGHHH	Macrophage
S4_bcGHIJ	IW4
S4_bcGHJM	Erythrocyte
S4_bcGHJT	IW5
S4_bcGHLL	Erythrocyte
S4_bcGHNP	Erythrocyte
S4_bcGHPI	FLB9
S4_bcGHTV	FLB9
S4_bcGHYZ	FLB9
S4_bcGHZE	SSC
S4_bcGIAZ	Erythrocyte
S4_bcGIBA	Macrophage
S4_bcGIBU	Erythrocyte
S4_bcGIGU	IW4
S4_bcGIIZ	Erythrocyte
S4_bcGIKE	FLB9
S4_bcGIMJ	Erythrocyte
S4_bcGIQS	Erythrocyte
S4_bcGITL	Erythrocyte
S4_bcGIXO	FLB9
S4_bcGIYD	Erythrocyte
S4_bcGIYK	Erythrocyte
S4_bcGIYW	FLB9
S4_bcGJDX	Erythrocyte
S4_bcGJIL	Erythrocyte
S4_bcGJLS	IW4
S4_bcGJOC	Erythrocyte
S4_bcGJON	Erythrocyte
S4_bcGJOU	Erythrocyte
S4_bcGJSQ	Erythrocyte
S4_bcGJVI	Tcells
S4_bcGJWC	Erythrocyte
S4_bcGJYB	Erythrocyte
S4_bcGJZX	Erythrocyte
S4_bcGKCF	Erythrocyte
S4_bcGKCX	Erythrocyte
S4_bcGKDM	Erythrocyte
S4_bcGKFA	Erythrocyte
S4_bcGKFF	Erythrocyte
S4_bcGKGW	Erythrocyte
S4_bcGKTT	Erythrocyte
S4_bcGKUZ	Erythrocyte
S4_bcGKWY	BasalWE1
S4_bcGKZB	IW5
S4_bcGKZE	Erythrocyte
S4_bcGKZH	Erythrocyte
S4_bcGLCR	Erythrocyte
S4_bcGLIL	IW5
S4_bcGLRW	IW4
S4_bcGLWL	IW4
S4_bcGMAM	FLB8
S4_bcGMCY	FLB8
S4_bcGMDU	IW4
S4_bcGMGW	Erythrocyte
S4_bcGMJC	IW4
S4_bcGMKL	IW5
S4_bcGMNI	FLB9
S4_bcGMNX	IW4
S4_bcGMOF	Schwann
S4_bcGMPH	IW4
S4_bcGMQB	FLB9
S4_bcGMSL	Pericyte
S4_bcGMVG	Erythrocyte
S4_bcGMVT	BasalWE1
S4_bcGMWF	IW4
S4_bcGMXS	IW4
S4_bcGMYN	Erythrocyte
S4_bcGNDR	FLB8
S4_bcGNEQ	Erythrocyte
S4_bcGNFA	Erythrocyte
S4_bcGNFI	Erythrocyte
S4_bcGNFZ	SSC
S4_bcGNGU	IW4
S4_bcGNHU	Erythrocyte
S4_bcGNJC	IW4
S4_bcGNNE	IW4
S4_bcGNOK	SSC
S4_bcGNQY	SSC
S4_bcGNTU	Erythrocyte
S4_bcGNUH	SSC
S4_bcGNVJ	Erythrocyte
S4_bcGNXN	Erythrocyte
S4_bcGNYA	FLB9
S4_bcGNZR	IW4
S4_bcGOCY	Erythrocyte
S4_bcGODF	Erythrocyte
S4_bcGOFO	Erythrocyte
S4_bcGOGD	IW4
S4_bcGOGV	FLB9
S4_bcGOKN	Erythrocyte
S4_bcGOOR	IW4
S4_bcGOUE	IW4
S4_bcGOWO	SSC
S4_bcGOXO	Erythrocyte
S4_bcGOYI	IW4
S4_bcGOZP	IW4
S4_bcGPDD	Tcells
S4_bcGPDQ	FLB8
S4_bcGPFX	Bcells
S4_bcGPOG	SSC
S4_bcGPPD	BasalWE1
S4_bcGPPR	Erythrocyte
S4_bcGPRF	SSC
S4_bcGPRG	Tcells
S4_bcGPTJ	IW4
S4_bcGPTZ	SSC
S4_bcGPUB	SSC
S4_bcGPUL	Erythrocyte
S4_bcGPVA	Erythrocyte
S4_bcGPYR	Erythrocyte
S4_bcGPYV	BasalWE1
S4_bcGPYX	IW4
S4_bcGQEF	Erythrocyte
S4_bcGQIS	Erythrocyte
S4_bcGQMA	FLB9
S4_bcGQMJ	IW5
S4_bcGQNC	SSC
S4_bcGQPO	Erythrocyte
S4_bcGQQC	FLB9
S4_bcGQVM	Erythrocyte
S4_bcGQVY	Erythrocyte
S4_bcGRMO	FLB9
S4_bcGRMV	Schwann
S4_bcGROV	FLB9
S4_bcGRQX	Erythrocyte
S4_bcGRSD	IW4
S4_bcGRTU	Erythrocyte
S4_bcGRUI	IW4
S4_bcGRVC	FLB9
S4_bcGRXK	Erythrocyte
S4_bcGRZK	IW4
S4_bcGSBO	FLB8
S4_bcGSGI	FLB8
S4_bcGSKR	FLB8
S4_bcGSKW	Macrophage
S4_bcGSMC	Erythrocyte
S4_bcGSMX	IW4
S4_bcGSNT	IW4
S4_bcGSOP	Erythrocyte
S4_bcGSQO	Erythrocyte
S4_bcGSTG	IW5
S4_bcGSTM	Erythrocyte
S4_bcGSXC	Erythrocyte
S4_bcGSZW	Erythrocyte
S4_bcGTBC	IW4
S4_bcGTBD	Macrophage
S4_bcGTCT	IW4
S4_bcGTCX	IW5
S4_bcGTGA	Erythrocyte
S4_bcGTHB	Erythrocyte
S4_bcGTIV	IW4
S4_bcGTKQ	IW5
S4_bcGTLC	SSC
S4_bcGTLK	Erythrocyte
S4_bcGTLR	IW5
S4_bcGTNM	Erythrocyte
S4_bcGTNN	Erythrocyte
S4_bcGTPZ	FLB9
S4_bcGTRC	Macrophage
S4_bcGTRO	Erythrocyte
S4_bcGTTR	SSC
S4_bcGTUC	Erythrocyte
S4_bcGTWA	Erythrocyte
S4_bcGTWY	IW4
S4_bcGTYB	Bcells
S4_bcGTZI	Erythrocyte
S4_bcGUAO	IW4
S4_bcGUBO	IW4
S4_bcGUEI	FLB9
S4_bcGUGO	IW4
S4_bcGUHP	IW4
S4_bcGUIR	SSC
S4_bcGUKL	BasalWE1
S4_bcGULP	Erythrocyte
S4_bcGUNS	Erythrocyte
S4_bcGUOH	Erythrocyte
S4_bcGUOK	SSC
S4_bcGUOR	IW4
S4_bcGUPT	BasalWE1
S4_bcGUPW	Erythrocyte
S4_bcGUUB	Erythrocyte
S4_bcGUUY	Erythrocyte
S4_bcGUVL	IW4
S4_bcGUWA	SSC
S4_bcGUYX	Erythrocyte
S4_bcGUZD	Macrophage
S4_bcGUZO	IW4
S4_bcGVAE	IW5
S4_bcGVBL	SSC
S4_bcGVEY	Erythrocyte
S4_bcGVHG	SSC
S4_bcGVJH	Tcells
S4_bcGVJI	Erythrocyte
S4_bcGVJN	IW5
S4_bcGVKM	SSC
S4_bcGVLT	Erythrocyte
S4_bcGVPB	BasalWE1
S4_bcGVRE	Macrophage
S4_bcGVTP	Erythrocyte
S4_bcGVWT	IW4
S4_bcGVZI	Erythrocyte
S4_bcGWDL	IW4
S4_bcGWGZ	Erythrocyte
S4_bcGWHG	Erythrocyte
S4_bcGWJA	IW4
S4_bcGWJD	Endo
S4_bcGWKI	Erythrocyte
S4_bcGWKQ	IW4
S4_bcGWRJ	IW5
S4_bcGWRT	IW5
S4_bcGWSW	Erythrocyte
S4_bcGWSY	IW5
S4_bcGWTL	Erythrocyte
S4_bcGWZD	Erythrocyte
S4_bcGWZN	IW4
S4_bcGXDF	FLB8
S4_bcGXDQ	Erythrocyte
S4_bcGXEV	Erythrocyte
S4_bcGXGG	Macrophage
S4_bcGXGZ	Pericyte
S4_bcGXKS	Erythrocyte
S4_bcGXKV	Erythrocyte
S4_bcGXNK	FLB9
S4_bcGXPA	Erythrocyte
S4_bcGXRO	Erythrocyte
S4_bcGXUD	IW4
S4_bcGXUP	IW4
S4_bcGXUU	Erythrocyte
S4_bcGXZW	Erythrocyte
S4_bcGYBK	Bcells
S4_bcGYDT	IW4
S4_bcGYHZ	IW4
S4_bcGYID	Tcells
S4_bcGYLO	IW4
S4_bcGYOG	Erythrocyte
S4_bcGYPD	IW5
S4_bcGYRU	Bcells
S4_bcGYSI	IW5
S4_bcGYTN	Erythrocyte
S4_bcGYVZ	FLB9
S4_bcGZBC	Erythrocyte
S4_bcGZCA	Erythrocyte
S4_bcGZCQ	FLB9
S4_bcGZFE	Erythrocyte
S4_bcGZHS	BasalWE1
S4_bcGZHU	IW4
S4_bcGZIV	Schwann
S4_bcGZJD	Erythrocyte
S4_bcGZJJ	Erythrocyte
S4_bcGZLR	Erythrocyte
S4_bcGZMX	IW4
S4_bcGZOR	Erythrocyte
S4_bcGZPF	Erythrocyte
S4_bcGZQB	Erythrocyte
S4_bcGZQE	Erythrocyte
S4_bcGZQX	Erythrocyte
S4_bcGZTG	Erythrocyte
S4_bcGZYB	FLB8
S4_bcGZYG	Erythrocyte
S4_bcGZZY	IW4
S4_bcHAAM	FLB9
S4_bcHACC	IW4
S4_bcHADE	IW4
S4_bcHADY	IW5
S4_bcHAEK	Erythrocyte
S4_bcHAGC	FLB8
S4_bcHAHU	Erythrocyte
S4_bcHAIV	SSC
S4_bcHAIZ	Erythrocyte
S4_bcHANP	IW4
S4_bcHANZ	Erythrocyte
S4_bcHAPD	IW5
S4_bcHARJ	IW5
S4_bcHAST	IW4
S4_bcHATA	FLB9
S4_bcHAUF	Erythrocyte
S4_bcHAVT	Tcells
S4_bcHAYK	Erythrocyte
S4_bcHAYR	IW5
S4_bcHBAI	IW4
S4_bcHBDN	Tcells
S4_bcHBEI	FLB9
S4_bcHBEN	FLB9
S4_bcHBFG	Erythrocyte
S4_bcHBHE	Pericyte
S4_bcHBKR	Erythrocyte
S4_bcHBKY	Erythrocyte
S4_bcHBLB	Erythrocyte
S4_bcHBLI	IW4
S4_bcHBOR	IW5
S4_bcHBOS	IW5
S4_bcHBQF	Erythrocyte
S4_bcHBRG	FLB9
S4_bcHBSS	Erythrocyte
S4_bcHBTW	Erythrocyte
S4_bcHBXW	IW5
S4_bcHCER	Erythrocyte
S4_bcHCHJ	Erythrocyte
S4_bcHCIZ	Erythrocyte
S4_bcHCJE	IW5
S4_bcHCJR	IW5
S4_bcHCKH	Erythrocyte
S4_bcHCNN	IW5
S4_bcHCTD	Erythrocyte
S4_bcHCUZ	Erythrocyte
S4_bcHCWS	Erythrocyte
S4_bcHCXE	Erythrocyte
S4_bcHCZK	Erythrocyte
S4_bcHCZT	Macrophage
S4_bcHDAT	Erythrocyte
S4_bcHDCG	Erythrocyte
S4_bcHDCQ	Neutrophil
S4_bcHDDP	Erythrocyte
S4_bcHDDS	Erythrocyte
S4_bcHDEQ	Tcells
S4_bcHDGQ	BasalWE1
S4_bcHDJR	IW4
S4_bcHDPE	IW4
S4_bcHDPZ	Erythrocyte
S4_bcHDQQ	Macrophage
S4_bcHDUI	Erythrocyte
S4_bcHDWZ	SSC
S4_bcHDXR	FLB9
S4_bcHEBS	IW4
S4_bcHECL	IW4
S4_bcHEDO	IW4
S4_bcHEED	IW4
S4_bcHEEO	Erythrocyte
S4_bcHEHN	FLB9
S4_bcHEKV	Bcells
S4_bcHELC	Erythrocyte
S4_bcHEMI	Macrophage
S4_bcHEOA	Erythrocyte
S4_bcHEOI	Erythrocyte
S4_bcHERC	IW5
S4_bcHESM	Erythrocyte
S4_bcHETM	FLB8
S4_bcHEUM	IW4
S4_bcHEWT	IW4
S4_bcHEZI	Erythrocyte
S4_bcHFBN	IW4
S4_bcHFCJ	FLB8
S4_bcHFEY	Erythrocyte
S4_bcHFFE	Erythrocyte
S4_bcHFKR	IW4
S4_bcHFPU	SSC
S4_bcHFPV	Bcells
S4_bcHFSG	Erythrocyte
S4_bcHFUQ	IW4
S4_bcHFYK	SSC
S4_bcHFYW	Erythrocyte
S4_bcHFZF	FLB8
S4_bcHGAV	Erythrocyte
S4_bcHGBW	Erythrocyte
S4_bcHGDK	Erythrocyte
S4_bcHGDL	BasalWE1
S4_bcHGFA	Erythrocyte
S4_bcHGHK	IW4
S4_bcHGHL	Erythrocyte
S4_bcHGKE	IW5
S4_bcHGKZ	Macrophage
S4_bcHGNF	Erythrocyte
S4_bcHGRR	Endo
S4_bcHGSL	IW4
S4_bcHGSR	FLB8
S4_bcHGTU	Erythrocyte
S4_bcHGUE	Tcells
S4_bcHGVP	IW4
S4_bcHGWX	IW4
S4_bcHGXG	Erythrocyte
S4_bcHGXI	Erythrocyte
S4_bcHGYQ	FLB9
S4_bcHHAX	Erythrocyte
S4_bcHHDG	IW5
S4_bcHHDI	Erythrocyte
S4_bcHHHF	IW5
S4_bcHHJR	Erythrocyte
S4_bcHHNW	SSC
S4_bcHHQB	Erythrocyte
S4_bcHHRU	Erythrocyte
S4_bcHHSH	IW4
S4_bcHHSO	Erythrocyte
S4_bcHHSU	BasalWE1
S4_bcHHSV	Erythrocyte
S4_bcHHVL	FLB8
S4_bcHHYS	IW4
S4_bcHIAC	Erythrocyte
S4_bcHIDJ	FLB9
S4_bcHIDN	IW4
S4_bcHIDU	Erythrocyte
S4_bcHIGF	BasalWE1
S4_bcHILH	Erythrocyte
S4_bcHIOC	Tcells
S4_bcHIRM	Erythrocyte
S4_bcHITF	Erythrocyte
S4_bcHITP	Erythrocyte
S4_bcHIYH	Erythrocyte
S4_bcHJAE	Erythrocyte
S4_bcHJCE	IW5
S4_bcHJDO	Erythrocyte
S4_bcHJGB	Erythrocyte
S4_bcHJHN	Macrophage
S4_bcHJKK	Erythrocyte
S4_bcHJNE	Erythrocyte
S4_bcHJRD	Macrophage
S4_bcHJRM	Macrophage
S4_bcHJRW	FLB8
S4_bcHJSH	BasalWE1
S4_bcHJUK	Erythrocyte
S4_bcHJVC	IW4
S4_bcHJVG	Erythrocyte
S4_bcHJXM	Erythrocyte
S4_bcHKFW	Erythrocyte
S4_bcHKGB	IW5
S4_bcHKHS	IW5
S4_bcHKKM	Erythrocyte
S4_bcHKLU	Erythrocyte
S4_bcHKNC	IW4
S4_bcHKNN	IW4
S4_bcHKPE	Bcells
S4_bcHKPN	Tcells
S4_bcHKVG	Erythrocyte
S4_bcHKWI	Macrophage
S4_bcHKYO	BasalWE1
S4_bcHKZD	Erythrocyte
S4_bcHLAG	IW5
S4_bcHLBH	Macrophage
S4_bcHLJA	Erythrocyte
S4_bcHLJR	FLB8
S4_bcHLKP	FLB9
S4_bcHLLD	Erythrocyte
S4_bcHLLY	SSC
S4_bcHLOG	IW4
S4_bcHLOZ	Erythrocyte
S4_bcHLRE	Erythrocyte
S4_bcHLRF	Erythrocyte
S4_bcHLTO	Erythrocyte
S4_bcHMNK	IW4
S4_bcHMNY	IW5
S4_bcHMOZ	FLB9
S4_bcHMQU	SSC
S4_bcHMSY	IW5
S4_bcHMUO	Erythrocyte
S4_bcHMUZ	Erythrocyte
S4_bcHMVS	IW5
S4_bcHNBI	Erythrocyte
S4_bcHNCL	IW4
S4_bcHNLY	SSC
S4_bcHNMU	Erythrocyte
S4_bcHNMZ	FLB8
S4_bcHNTL	Erythrocyte
S4_bcHNUF	Erythrocyte
S4_bcHNWK	IW4
S4_bcHNXK	Erythrocyte
S4_bcHNXO	FLB9
S4_bcHOCJ	IW5
S4_bcHOEQ	BasalWE1
S4_bcHOEV	BasalWE1
S4_bcHONC	IW4
S4_bcHOPG	Erythrocyte
S4_bcHOPS	FLB9
S4_bcHORG	IW4
S4_bcHOVC	FLB8
S4_bcHOVV	Erythrocyte
S4_bcHOZV	IW4
S4_bcHPAY	IW5
S4_bcHPBK	Erythrocyte
S4_bcHPBQ	Erythrocyte
S4_bcHPJK	IW4
S4_bcHPJT	Erythrocyte
S4_bcHPNM	Erythrocyte
S4_bcHPNU	Erythrocyte
S4_bcHPPW	FLB9
S4_bcHPQL	Erythrocyte
S4_bcHPQX	Erythrocyte
S4_bcHPTD	BasalWE1
S4_bcHPUA	IW4
S4_bcHPVU	IW4
S4_bcHPWL	Macrophage
S4_bcHPWR	Erythrocyte
S4_bcHPXW	Erythrocyte
S4_bcHPZU	Erythrocyte
S4_bcHQBO	Erythrocyte
S4_bcHQCU	Erythrocyte
S4_bcHQDW	IW4
S4_bcHQEO	Erythrocyte
S4_bcHQGC	Macrophage
S4_bcHQGE	IW4
S4_bcHQKH	Erythrocyte
S4_bcHQLA	Erythrocyte
S4_bcHQLH	Erythrocyte
S4_bcHQLO	IW4
S4_bcHQPM	Erythrocyte
S4_bcHQTN	Erythrocyte
S4_bcHQVE	Erythrocyte
S4_bcHQYZ	Schwann
S4_bcHQZA	Endo
S4_bcHRAD	Erythrocyte
S4_bcHRAM	Erythrocyte
S4_bcHRCV	Erythrocyte
S4_bcHRDP	IW4
S4_bcHRGR	Erythrocyte
S4_bcHRHA	Erythrocyte
S4_bcHRHE	FLB9
S4_bcHRIC	Erythrocyte
S4_bcHRKE	IW4
S4_bcHRMI	Erythrocyte
S4_bcHRNM	Erythrocyte
S4_bcHRPJ	Erythrocyte
S4_bcHRRQ	IW5
S4_bcHRVU	IW4
S4_bcHRWC	Erythrocyte
S4_bcHRWT	Erythrocyte
S4_bcHRYD	Erythrocyte
S4_bcHSFP	Erythrocyte
S4_bcHSFV	Macrophage
S4_bcHSJM	Erythrocyte
S4_bcHSKE	SSC
S4_bcHSKI	Erythrocyte
S4_bcHSKR	Erythrocyte
S4_bcHSLG	Erythrocyte
S4_bcHSMD	Erythrocyte
S4_bcHSME	FLB8
S4_bcHSNR	IW5
S4_bcHSQF	Erythrocyte
S4_bcHSSI	Erythrocyte
S4_bcHSSZ	Erythrocyte
S4_bcHSWM	Erythrocyte
S4_bcHSWU	Erythrocyte
S4_bcHSXA	SSC
S4_bcHSXR	Erythrocyte
S4_bcHSYJ	IW4
S4_bcHTAF	SSC
S4_bcHTAG	Erythrocyte
S4_bcHTAT	IW4
S4_bcHTDE	IW5
S4_bcHTDK	Erythrocyte
S4_bcHTDN	IW5
S4_bcHTHA	Erythrocyte
S4_bcHTHV	Erythrocyte
S4_bcHTKP	IW5
S4_bcHTMF	Macrophage
S4_bcHTNO	Erythrocyte
S4_bcHTNZ	IW4
S4_bcHTOQ	IW5
S4_bcHUKS	Tcells
S4_bcHULG	Erythrocyte
S4_bcHURL	Schwann
S4_bcHUUS	Erythrocyte
S4_bcHUWL	FLB9
S4_bcHUZL	Erythrocyte
S4_bcHVCV	BasalWE1
S4_bcHVEO	FLB8
S4_bcHVGT	IW5
S4_bcHVGW	IW4
S4_bcHVJY	Erythrocyte
S4_bcHVMB	Erythrocyte
S4_bcHVOQ	Tcells
S4_bcHVOU	Erythrocyte
S4_bcHVPN	Erythrocyte
S4_bcHVRR	SSC
S4_bcHVSO	Erythrocyte
S4_bcHVTT	Erythrocyte
S4_bcHVUZ	Erythrocyte
S4_bcHVWW	Erythrocyte
S4_bcHVXD	FLB8
S4_bcHVXO	IW4
S4_bcHVXU	FLB9
S4_bcHVZC	Erythrocyte
S4_bcHVZQ	IW4
S4_bcHWBF	Erythrocyte
S4_bcHWDB	Erythrocyte
S4_bcHWEC	Erythrocyte
S4_bcHWEO	Erythrocyte
S4_bcHWHU	IW5
S4_bcHWKB	FLB8
S4_bcHWKE	Erythrocyte
S4_bcHWMB	Endo
S4_bcHWNF	SSC
S4_bcHWOB	Erythrocyte
S4_bcHWSD	IW5
S4_bcHWSY	IW5
S4_bcHWWR	Erythrocyte
S4_bcHXAE	Erythrocyte
S4_bcHXAW	Bcells
S4_bcHXDG	Bcells
S4_bcHXDS	Erythrocyte
S4_bcHXDV	IW4
S4_bcHXKF	SSC
S4_bcHXKR	SSC
S4_bcHXLK	IW4
S4_bcHXPA	IW4
S4_bcHXQB	Erythrocyte
S4_bcHXTR	Schwann
S4_bcHXVP	Erythrocyte
S4_bcHXZL	IW5
S4_bcHXZX	Erythrocyte
S4_bcHYCT	Erythrocyte
S4_bcHYCU	Erythrocyte
S4_bcHYHE	IW5
S4_bcHYOK	IW4
S4_bcHYQV	Erythrocyte
S4_bcHYSR	FLB9
S4_bcHYSZ	Erythrocyte
S4_bcHYYZ	Erythrocyte
S4_bcHZAS	Erythrocyte
S4_bcHZEX	Macrophage
S4_bcHZFI	Erythrocyte
S4_bcHZFM	BasalWE1
S4_bcHZFQ	Tcells
S4_bcHZGW	Macrophage
S4_bcHZHC	FLB8
S4_bcHZHR	FLB9
S4_bcHZJW	IW5
S4_bcHZKE	Erythrocyte
S4_bcHZNH	Erythrocyte
S4_bcHZNL	Erythrocyte
S4_bcHZNO	IW4
S4_bcHZPT	Erythrocyte
S4_bcHZQP	IW4
S4_bcHZYU	Erythrocyte
S4_bcIAAE	Erythrocyte
S4_bcIADV	IW4
S4_bcIAFS	FLB9
S4_bcIAFZ	IW4
S4_bcIAGJ	Erythrocyte
S4_bcIAGL	SSC
S4_bcIAJP	Macrophage
S4_bcIAPQ	Tcells
S4_bcIARQ	Erythrocyte
S4_bcIARZ	FLB9
S4_bcIASP	IW4
S4_bcIAUP	Erythrocyte
S4_bcIAVD	IW4
S4_bcIAVJ	FLB8
S4_bcIAXU	Erythrocyte
S4_bcIAYD	IW4
S4_bcIAYG	Erythrocyte
S4_bcIAYH	SSC
S4_bcIAYV	Schwann
S4_bcIAZE	Erythrocyte
S4_bcIBAF	Erythrocyte
S4_bcIBAS	BasalWE1
S4_bcIBBL	Erythrocyte
S4_bcIBCV	IW4
S4_bcIBDA	Erythrocyte
S4_bcIBGA	Erythrocyte
S4_bcIBGZ	IW4
S4_bcIBMJ	Schwann
S4_bcIBND	Erythrocyte
S4_bcIBOY	IW5
S4_bcIBSX	Erythrocyte
S4_bcIBSY	Erythrocyte
S4_bcIBTU	Erythrocyte
S4_bcIBVW	Erythrocyte
S4_bcIBXR	IW5
S4_bcICAQ	Tcells
S4_bcICBV	Erythrocyte
S4_bcICDE	Tcells
S4_bcICEG	Erythrocyte
S4_bcICII	Erythrocyte
S4_bcICMI	IW4
S4_bcICMR	Erythrocyte
S4_bcICSA	Erythrocyte
S4_bcICSW	IW4
S4_bcICTI	Erythrocyte
S4_bcICXE	IW4
S4_bcICYB	Erythrocyte
S4_bcIDAZ	SSC
S4_bcIDCA	Erythrocyte
S4_bcIDEI	SSC
S4_bcIDGM	IW4
S4_bcIDKW	IW4
S4_bcIDNE	SSC
S4_bcIDRK	BasalWE1
S4_bcIDSH	IW4
S4_bcIDUQ	SSC
S4_bcIDWS	FLB9
S4_bcIDYD	Erythrocyte
S4_bcIECE	IW4
S4_bcIECW	Tcells
S4_bcIEEN	Erythrocyte
S4_bcIEFJ	Erythrocyte
S4_bcIEKD	BasalWE1
S4_bcIELV	IW4
S4_bcIEMZ	IW5
S4_bcIERI	Erythrocyte
S4_bcIETY	SSC
S4_bcIEUJ	Erythrocyte
S4_bcIFCV	Erythrocyte
S4_bcIFFH	Erythrocyte
S4_bcIFHB	Tcells
S4_bcIFHV	IW5
S4_bcIFKJ	Erythrocyte
S4_bcIFLX	Erythrocyte
S4_bcIFMK	Erythrocyte
S4_bcIFOD	Erythrocyte
S4_bcIFOH	IW5
S4_bcIFPD	IW4
S4_bcIFSC	Tcells
S4_bcIFVB	IW5
S4_bcIFVO	IW4
S4_bcIFVT	FLB9
S4_bcIFWF	IW4
S4_bcIFWN	Erythrocyte
S4_bcIFYO	Erythrocyte
S4_bcIFYS	IW5
S4_bcIGCG	FLB8
S4_bcIGDE	Erythrocyte
S4_bcIGES	Erythrocyte
S4_bcIGHM	Erythrocyte
S4_bcIGII	IW4
