cell	Cell_type
S2_bcFGUF	Macrophage
S2_bcFHCR	Endo
S2_bcFHFZ	FLB9
S2_bcFHJD	FLB6
S2_bcFHMR	FLB8
S2_bcFHQE	Macrophage
S2_bcFHQW	Endo
S2_bcFHZV	Schwann
S2_bcFIAL	Schwann
S2_bcFIBX	Schwann
S2_bcFIBZ	IW5
S2_bcFIGQ	FLB8
S2_bcFIIZ	IW5
S2_bcFITW	FLB8
S2_bcFIUG	Erythrocyte
S2_bcFJBX	FLB8
S2_bcFJJR	Schwann
S2_bcFJNX	FLB8
S2_bcFJPR	Macrophage
S2_bcFKMA	Erythrocyte
S2_bcFKOA	Schwann
S2_bcFKVQ	Endo
S2_bcFKVR	Endo
S2_bcFKYH	FLB6
S2_bcFKYI	FLB9
S2_bcFLCA	FLB7
S2_bcFLEF	FLB6
S2_bcFLFY	Erythrocyte
S2_bcFLHE	Macrophage
S2_bcFLMI	Erythrocyte
S2_bcFLYT	FLB9
S2_bcFMAH	FLB9
S2_bcFMBO	FLB9
S2_bcFMGO	Schwann
S2_bcFMRO	Pericyte
S2_bcFMSV	FLB8
S2_bcFMSX	Myogenic_blastema
S2_bcFMTW	FLB7
S2_bcFMUP	FLB9
S2_bcFNFJ	FLB8
S2_bcFNRH	FLB8
S2_bcFNRW	FLB9
S2_bcFNSB	FLB8
S2_bcFNYA	Macrophage
S2_bcFODM	Macrophage
S2_bcFOFV	FLB9
S2_bcFOIY	Erythrocyte
S2_bcFOKU	FLB6
S2_bcFONR	Macrophage
S2_bcFOTI	FLB8
S2_bcFOZZ	FLB9
S2_bcFPEA	FLB8
S2_bcFPKN	Macrophage
S2_bcFPNC	Erythrocyte
S2_bcFPOX	FLB9
S2_bcFPPI	Erythrocyte
S2_bcFPRM	FLB9
S2_bcFPTR	FLB9
S2_bcFPUF	FLB6
S2_bcFPWE	Erythrocyte
S2_bcFQCL	FLB8
S2_bcFQRD	Endo
S2_bcFQTR	FLB8
S2_bcFQVU	Erythrocyte
S2_bcFQZG	FLB9
S2_bcFRAO	Pericyte
S2_bcFRBD	FLB8
S2_bcFREJ	FLB8
S2_bcFRUF	FLB9
S2_bcFRVZ	Erythrocyte
S2_bcFRXS	FLB9
S2_bcFSAP	Macrophage
S2_bcFSCB	FLB8
S2_bcFSEO	FLB8
S2_bcFSEX	FLB8
S2_bcFSFK	FLB9
S2_bcFSHY	FLB8
S2_bcFSNQ	FLB6
S2_bcFSOA	FLB8
S2_bcFSTP	Endo
S2_bcFSVS	FLB6
S2_bcFSYK	Erythrocyte
S2_bcFTKM	FLB9
S2_bcFTMT	FLB8
S2_bcFTZJ	FLB9
S2_bcFUEG	Myogenic_blastema
S2_bcFUHL	FLB8
S2_bcFUIF	FLB6
S2_bcFUKY	FLB6
S2_bcFUPW	Erythrocyte
S2_bcFUQA	Erythrocyte
S2_bcFURN	FLB6
S2_bcFUSE	FLB9
S2_bcFUTY	Erythrocyte
S2_bcFVAC	FLB9
S2_bcFVAY	FLB9
S2_bcFVBY	Erythrocyte
S2_bcFVGK	Schwann
S2_bcFVIC	Erythrocyte
S2_bcFVIN	FLB7
S2_bcFVLY	FLB8
S2_bcFVPQ	Schwann
S2_bcFVRX	FLB8
S2_bcFVVR	FLB8
S2_bcFVWV	Tcells
S2_bcFWBB	Myogenic_blastema
S2_bcFWEJ	FLB8
S2_bcFWEV	FLB6
S2_bcFWIQ	FLB8
S2_bcFWIW	Macrophage
S2_bcFWMR	Endo
S2_bcFWMU	Schwann
S2_bcFWQO	FLB8
S2_bcFWYG	FLB6
S2_bcFXEG	Erythrocyte
S2_bcFXLO	FLB7
S2_bcFXME	FLB6
S2_bcFXPS	Pericyte
S2_bcFXUA	FLB8
S2_bcFYJR	Macrophage
S2_bcFYJV	FLB9
S2_bcFYMI	Pericyte
S2_bcFYNC	Erythrocyte
S2_bcFYRB	Erythrocyte
S2_bcFYST	Myogenic_blastema
S2_bcFYVE	Erythrocyte
S2_bcFYWN	FLB9
S2_bcFZGJ	FLB6
S2_bcFZOQ	FLB8
S2_bcFZZR	Myogenic_blastema
S2_bcGAGQ	Erythrocyte
S2_bcGAIU	IW5
S2_bcGAKL	Macrophage
S2_bcGAOU	FLB8
S2_bcGATN	Endo
S2_bcGAVN	FLB9
S2_bcGAZZ	Endo
S2_bcGBBI	FLB8
S2_bcGBDR	FLB8
S2_bcGBGR	FLB9
S2_bcGBJT	Macrophage
S2_bcGBKN	Macrophage
S2_bcGBUN	Erythrocyte
S2_bcGBVC	Schwann
S2_bcGCBD	Erythrocyte
S2_bcGCJS	FLB8
S2_bcGCKI	Neutrophil
S2_bcGCMF	Endo
S2_bcGCPR	FLB9
S2_bcGCQJ	Erythrocyte
S2_bcGCSP	FLB8
S2_bcGDBM	FLB6
S2_bcGDBW	FLB9
S2_bcGDHG	FLB8
S2_bcGDIG	FLB7
S2_bcGDNE	FLB8
S2_bcGDQG	Erythrocyte
S2_bcGDQL	Macrophage
S2_bcGDTF	Erythrocyte
S2_bcGDXB	Macrophage
S2_bcGDYA	Erythrocyte
S2_bcGDYP	FLB8
S2_bcGEES	Macrophage
S2_bcGEFD	Myogenic_blastema
S2_bcGEIR	Erythrocyte
S2_bcGEPD	FLB8
S2_bcGEPK	FLB9
S2_bcGEPY	Schwann
S2_bcGFEM	FLB9
S2_bcGFGR	FLB6
S2_bcGFIQ	Macrophage
S2_bcGFJB	FLB9
S2_bcGFLD	Myogenic_blastema
S2_bcGFNC	Erythrocyte
S2_bcGFZK	Bcells
S2_bcGGIM	Pericyte
S2_bcGGTD	FLB9
S2_bcGGUP	Macrophage
S2_bcGGVT	FLB7
S2_bcGGXE	Erythrocyte
S2_bcGGZW	Erythrocyte
S2_bcGHAY	FLB9
S2_bcGHML	Endo
S2_bcGHMX	Erythrocyte
S2_bcGHOA	Erythrocyte
S2_bcGHOF	Macrophage
S2_bcGHPM	FLB9
S2_bcGHTJ	Erythrocyte
S2_bcGIBD	FLB7
S2_bcGIDL	Macrophage
S2_bcGIGN	FLB8
S2_bcGIHL	Endo
S2_bcGIVK	FLB9
S2_bcGIXV	FLB8
S2_bcGJCQ	Macrophage
S2_bcGJQU	FLB9
S2_bcGJQY	FLB8
S2_bcGJRL	FLB7
S2_bcGJTD	Schwann
S2_bcGJUP	Macrophage
S2_bcGJUY	FLB8
S2_bcGJWO	FLB9
S2_bcGJWS	Erythrocyte
S2_bcGKBI	Erythrocyte
S2_bcGKDZ	Neutrophil
S2_bcGKLF	FLB7
S2_bcGKOD	Erythrocyte
S2_bcGKPV	FLB6
S2_bcGKQO	FLB8
S2_bcGKRA	FLB8
S2_bcGKRT	Macrophage
S2_bcGKVA	FLB6
S2_bcGLCO	FLB7
S2_bcGLEJ	FLB9
S2_bcGLJH	Macrophage
S2_bcGLKB	FLB8
S2_bcGLKY	Erythrocyte
S2_bcGLNH	Erythrocyte
S2_bcGLNR	Erythrocyte
S2_bcGMCX	Pericyte
S2_bcGMHQ	FLB7
S2_bcGMMZ	Erythrocyte
S2_bcGMOS	Erythrocyte
S2_bcGMPM	FLB8
S2_bcGMTT	FLB9
S2_bcGMYT	FLB6
S2_bcGNHC	Schwann
S2_bcGNID	FLB6
S2_bcGNJL	Erythrocyte
S2_bcGNLY	FLB9
S2_bcGNMA	Pericyte
S2_bcGNMU	FLB9
S2_bcGNOA	Schwann
S2_bcGNOT	Tcells
S2_bcGNSN	FLB9
S2_bcGNUG	Schwann
S2_bcGNVA	FLB8
S2_bcGNZQ	FLB8
S2_bcGOBQ	FLB8
S2_bcGODN	Macrophage
S2_bcGOEN	Erythrocyte
S2_bcGOIU	FLB7
S2_bcGOKG	Endo
S2_bcGOLB	FLB6
S2_bcGOTA	FLB9
S2_bcGOTB	Endo
S2_bcGOUD	FLB9
S2_bcGOVN	FLB8
S2_bcGOXL	Erythrocyte
S2_bcGOYW	Erythrocyte
S2_bcGOZL	FLB9
S2_bcGPAJ	Macrophage
S2_bcGPCE	FLB9
S2_bcGPDZ	FLB8
S2_bcGPED	FLB9
S2_bcGPKB	FLB8
S2_bcGPNL	Myogenic_blastema
S2_bcGPOL	FLB8
S2_bcGPTM	Erythrocyte
S2_bcGPXW	Tcells
S2_bcGQBS	FLB9
S2_bcGQCI	FLB8
S2_bcGQEL	Endo
S2_bcGQFN	FLB8
S2_bcGQJM	Erythrocyte
S2_bcGQKC	FLB8
S2_bcGQQU	FLB8
S2_bcGRCW	Myogenic_blastema
S2_bcGREX	Erythrocyte
S2_bcGREY	Erythrocyte
S2_bcGRHD	Myogenic_blastema
S2_bcGRIT	FLB7
S2_bcGRNJ	FLB6
S2_bcGRPK	FLB9
S2_bcGRRG	FLB7
S2_bcGRTT	FLB8
S2_bcGRUB	Endo
S2_bcGRYM	FLB8
S2_bcGRZW	Erythrocyte
S2_bcGSEE	Endo
S2_bcGSJF	Erythrocyte
S2_bcGSKB	Schwann
S2_bcGSNF	FLB8
S2_bcGSQE	FLB8
S2_bcGSRI	FLB7
S2_bcGSSH	FLB8
S2_bcGSSM	FLB8
S2_bcGSTF	FLB6
S2_bcGSXP	Endo
S2_bcGSYC	FLB8
S2_bcGSYW	Erythrocyte
S2_bcGTBY	Macrophage
S2_bcGTCS	FLB8
S2_bcGTCY	Schwann
S2_bcGTEN	Macrophage
S2_bcGTGZ	FLB8
S2_bcGTHR	FLB9
S2_bcGTIC	Macrophage
S2_bcGTIW	Erythrocyte
S2_bcGTNG	FLB8
S2_bcGTOF	Macrophage
S2_bcGUCB	FLB8
S2_bcGUHC	Macrophage
S2_bcGUJY	FLB8
S2_bcGUNX	Erythrocyte
S2_bcGUPH	Erythrocyte
S2_bcGUSO	Erythrocyte
S2_bcGUUY	FLB6
S2_bcGUVR	FLB9
S2_bcGUWX	FLB7
S2_bcGUXY	Tcells
S2_bcGUZK	FLB9
S2_bcGUZW	Erythrocyte
S2_bcGVAB	Erythrocyte
S2_bcGVEM	FLB6
S2_bcGVON	FLB7
S2_bcGVRU	FLB8
S2_bcGVTZ	Schwann
S2_bcGVYM	Erythrocyte
S2_bcGVZE	Schwann
S2_bcGVZQ	FLB8
S2_bcGWIN	FLB9
S2_bcGWOB	Macrophage
S2_bcGWUA	FLB8
S2_bcGXAG	FLB9
S2_bcGXAI	FLB6
S2_bcGXAQ	Endo
S2_bcGXCH	FLB8
S2_bcGXCL	Macrophage
S2_bcGXDN	Erythrocyte
S2_bcGXDU	IW5
S2_bcGXGC	Erythrocyte
S2_bcGXGY	Erythrocyte
S2_bcGXMB	FLB8
S2_bcGXQP	Macrophage
S2_bcGXSK	FLB7
S2_bcGXTB	Tcells
S2_bcGXUE	Erythrocyte
S2_bcGXXY	FLB8
S2_bcGXYI	FLB9
S2_bcGXZY	Schwann
S2_bcGYBY	Erythrocyte
S2_bcGYGU	Erythrocyte
S2_bcGYMI	FLB9
S2_bcGYTQ	FLB6
S2_bcGYZL	FLB7
S2_bcGZOJ	FLB8
S2_bcGZQH	Tcells
S2_bcGZRU	FLB9
S2_bcGZSI	Schwann
S2_bcGZSM	FLB8
S2_bcGZSQ	Schwann
S2_bcGZWM	FLB8
S2_bcGZXM	FLB9
S2_bcHAAL	Endo
S2_bcHABJ	Endo
S2_bcHABL	FLB8
S2_bcHADC	Macrophage
S2_bcHAGA	FLB7
S2_bcHAHW	FLB8
S2_bcHALC	FLB7
S2_bcHARQ	Erythrocyte
S2_bcHASK	Neutrophil
S2_bcHATC	Schwann
S2_bcHAXH	Macrophage
S2_bcHAYZ	FLB8
S2_bcHBAX	FLB6
S2_bcHBBE	Erythrocyte
S2_bcHBCG	FLB8
S2_bcHBCX	Macrophage
S2_bcHBGA	Erythrocyte
S2_bcHBHD	Endo
S2_bcHBJT	Macrophage
S2_bcHBND	FLB8
S2_bcHBRO	FLB9
S2_bcHBVY	FLB8
S2_bcHBYQ	FLB8
S2_bcHBYZ	Macrophage
S2_bcHCDU	FLB9
S2_bcHCFM	FLB8
S2_bcHCIO	FLB7
S2_bcHCNK	FLB7
S2_bcHCOD	Erythrocyte
S2_bcHCOF	Schwann
S2_bcHCTU	Erythrocyte
S2_bcHCTZ	Endo
S2_bcHCVG	FLB9
S2_bcHCWK	FLB8
S2_bcHCZS	FLB8
S2_bcHDDQ	FLB8
S2_bcHDHU	FLB8
S2_bcHDMI	FLB6
S2_bcHDRD	FLB9
S2_bcHDWY	Erythrocyte
S2_bcHDXJ	FLB8
S2_bcHDYF	IW5
S2_bcHDZK	Schwann
S2_bcHEBR	Endo
S2_bcHEDS	Schwann
S2_bcHEFS	FLB8
S2_bcHEJV	Erythrocyte
S2_bcHELZ	Schwann
S2_bcHETY	FLB8
S2_bcHEWD	Myogenic_blastema
S2_bcHEXM	FLB6
S2_bcHFJE	FLB9
S2_bcHFRT	Erythrocyte
S2_bcHFZC	FLB8
S2_bcHGFU	Schwann
S2_bcHGJB	Macrophage
S2_bcHGRV	FLB8
S2_bcHGTO	FLB8
S2_bcHGUN	Endo
S2_bcHGXS	Macrophage
S2_bcHHCM	FLB9
S2_bcHHHJ	Macrophage
S2_bcHHHL	FLB8
S2_bcHHIE	FLB9
S2_bcHHOP	Erythrocyte
S2_bcHHPI	Macrophage
S2_bcHHSC	FLB8
S2_bcHHTN	Erythrocyte
S2_bcHHTV	FLB8
S2_bcHHTX	Erythrocyte
S2_bcHHTY	FLB8
S2_bcHHWT	Macrophage
S2_bcHIAB	Schwann
S2_bcHIEK	Macrophage
S2_bcHIEM	FLB9
S2_bcHIIF	FLB9
S2_bcHIKT	FLB9
S2_bcHILQ	FLB8
S2_bcHIMQ	FLB8
S2_bcHIMT	Erythrocyte
S2_bcHINN	FLB8
S2_bcHISG	Schwann
S2_bcHIUR	Macrophage
S2_bcHJAM	FLB7
S2_bcHJBZ	FLB8
S2_bcHJGL	FLB9
S2_bcHJGX	FLB9
S2_bcHJII	FLB9
S2_bcHJKA	FLB9
S2_bcHJKW	Macrophage
S2_bcHJQS	Erythrocyte
S2_bcHJRX	FLB8
S2_bcHJYP	Erythrocyte
S2_bcHKAO	FLB8
S2_bcHKAS	Erythrocyte
S2_bcHKFM	Schwann
S2_bcHKIN	Macrophage
S2_bcHKKQ	FLB7
S2_bcHKOA	Schwann
S2_bcHKTE	Pericyte
S2_bcHKZM	FLB9
S2_bcHLDF	Macrophage
S2_bcHLLI	FLB6
S2_bcHLLT	Erythrocyte
S2_bcHLLX	FLB9
S2_bcHLMF	FLB9
S2_bcHLZG	Erythrocyte
S2_bcHMAN	Myogenic_blastema
S2_bcHMFX	FLB7
S2_bcHMGK	FLB7
S2_bcHMHV	Macrophage
S2_bcHMKV	FLB8
S2_bcHMLL	Endo
S2_bcHMTQ	FLB6
S2_bcHMTR	Schwann
S2_bcHMUU	FLB8
S2_bcHMXX	FLB7
S2_bcHNIE	Erythrocyte
S2_bcHNMH	FLB8
S2_bcHNNT	Erythrocyte
S2_bcHNQH	FLB8
S2_bcHNTV	FLB6
S2_bcHOQD	FLB9
S2_bcHORX	FLB8
S2_bcHOTF	FLB6
S2_bcHOUS	FLB9
S2_bcHPBB	FLB8
S2_bcHPHW	Schwann
S2_bcHPJP	FLB8
S2_bcHPQS	FLB8
S2_bcHPRD	Erythrocyte
S2_bcHPVY	Macrophage
S2_bcHPWQ	FLB6
S2_bcHPXJ	FLB9
S2_bcHPYM	FLB9
S2_bcHQOH	Erythrocyte
S2_bcHQOL	FLB6
S2_bcHQPV	FLB8
S2_bcHQQY	FLB7
S2_bcHQRO	Erythrocyte
S2_bcHQYZ	Erythrocyte
S2_bcHQZB	FLB9
S2_bcHRDB	FLB8
S2_bcHRGY	Erythrocyte
S2_bcHSBD	FLB9
S2_bcHSBS	FLB7
S2_bcHSDD	Erythrocyte
S2_bcHSIW	FLB8
S2_bcHSLN	Erythrocyte
S2_bcHSNX	Erythrocyte
S2_bcHSOC	FLB9
S2_bcHSPQ	Erythrocyte
S2_bcHSYY	Erythrocyte
S2_bcHTAT	Myogenic_blastema
S2_bcHTCZ	FLB7
S2_bcHTDT	FLB9
S2_bcHTGG	FLB8
S2_bcHTIU	FLB8
S2_bcHTJA	FLB8
S2_bcHTWC	Pericyte
S2_bcHULC	Endo
S2_bcHULL	FLB8
S2_bcHUNZ	FLB9
S2_bcHUTG	FLB8
S2_bcHUWG	FLB8
S2_bcHUYQ	FLB8
S2_bcHVCE	FLB8
S2_bcHVCQ	FLB9
S2_bcHVGZ	Macrophage
S2_bcHVID	FLB8
S2_bcHVJH	Myogenic_blastema
S2_bcHVNF	FLB8
S2_bcHVSX	FLB8
S2_bcHVUI	FLB8
S2_bcHVUK	FLB7
S2_bcHVUP	FLB8
S2_bcHVYK	FLB9
S2_bcHWBC	Erythrocyte
S2_bcHWHY	Myogenic_blastema
S2_bcHWIF	FLB8
S2_bcHWIP	Pericyte
S2_bcHWKG	FLB9
S2_bcHWLO	FLB9
S2_bcHWZO	Schwann
S2_bcHWZT	Erythrocyte
S2_bcHXAP	Endo
S2_bcHXGC	Erythrocyte
S2_bcHXGO	Schwann
S2_bcHXHA	FLB8
S2_bcHXOP	FLB8
S2_bcHXQE	Bcells
S2_bcHXXO	Endo
S2_bcHXZE	FLB9
S2_bcHYDV	Schwann
S2_bcHYEG	Erythrocyte
S2_bcHYFE	Erythrocyte
S2_bcHYHP	Macrophage
S2_bcHYQP	FLB8
S2_bcHYXG	Macrophage
S2_bcHYXX	FLB7
S2_bcHYYA	Myogenic_blastema
S2_bcHZFI	Schwann
S2_bcHZFT	Bcells
S2_bcHZGM	FLB6
S2_bcHZGX	FLB8
S2_bcHZHY	Erythrocyte
S2_bcHZJP	FLB9
S2_bcHZLC	Endo
S2_bcHZNR	Erythrocyte
S2_bcHZQE	Schwann
S2_bcHZVI	FLB9
S2_bcHZYD	Erythrocyte
S2_bcIAAM	FLB9
S2_bcIADU	Myogenic_blastema
S2_bcIAOC	Macrophage
S2_bcIAPF	Endo
S2_bcIAQB	Schwann
S2_bcIAXB	FLB9
S2_bcIAXQ	Pericyte
S2_bcIBFY	FLB8
S2_bcIBKL	FLB6
S2_bcIBPL	Erythrocyte
S2_bcIBSF	Erythrocyte
S2_bcIBSG	FLB8
S2_bcIBWY	Erythrocyte
S2_bcIBYD	Schwann
S2_bcIBZD	FLB8
S2_bcICAA	FLB7
S2_bcICAP	FLB8
S2_bcICBI	Erythrocyte
S2_bcICDN	Erythrocyte
S2_bcICJN	FLB9
S2_bcICKF	FLB8
S2_bcICMQ	FLB9
S2_bcICYO	FLB9
S2_bcICZL	FLB8
S2_bcIDBG	Endo
S2_bcIDRT	Schwann
S2_bcIDTN	Schwann
S2_bcIDXL	FLB7
S2_bcIEDW	FLB7
S2_bcIEJW	FLB8
S2_bcIEOL	Erythrocyte
S2_bcIEPV	Endo
S2_bcIEYK	Myogenic_blastema
S2_bcIEZC	FLB7
S2_bcIEZJ	Erythrocyte
S2_bcIFDB	FLB8
S2_bcIFDE	Schwann
S2_bcIFEJ	Macrophage
S2_bcIFHB	Erythrocyte
S2_bcIFHT	FLB9
S2_bcIFLW	Erythrocyte
S2_bcIFNX	FLB8
S2_bcIFOJ	Erythrocyte
S2_bcIFUE	FLB8
S2_bcIFXD	FLB9
S2_bcIGBP	FLB7
S2_bcIGJA	FLB9
S2_bcIGJM	FLB8
S2_bcIGPS	FLB9
S2_bcIGQD	Bcells
S2_bcIGRT	Erythrocyte
S2_bcIGWA	Bcells
S2_bcIHDI	Schwann
S2_bcIHHQ	Endo
S2_bcIHSA	Erythrocyte
S2_bcIHSW	Schwann
S2_bcIHXE	Endo
S2_bcIHZY	FLB9
S2_bcIIFR	FLB7
S2_bcIIHS	FLB8
S2_bcIIIL	Erythrocyte
S2_bcIIIN	Erythrocyte
S2_bcIIIW	Myogenic_blastema
S2_bcIIJA	FLB8
S2_bcIIKS	FLB8
S2_bcIILS	Endo
S2_bcIIQE	FLB8
S2_bcIIRG	FLB8
S2_bcIIRH	FLB9
S2_bcIIVB	Schwann
S2_bcIIYL	FLB9
S2_bcIJDF	FLB8
S2_bcIJIN	FLB8
S2_bcIJIP	FLB6
S2_bcIJJZ	FLB8
S2_bcIJOC	Erythrocyte
S2_bcIJOU	Macrophage
S2_bcIJQR	FLB9
S2_bcIJXK	FLB6
S2_bcIKBE	Schwann
S2_bcIKBT	Endo
S2_bcIKCG	FLB8
S4_bcAACM	IW4
S4_bcAACW	IW4
S4_bcAAET	IW5
S4_bcAAHR	FLB7
S4_bcAAJD	IW5
S4_bcAAKB	Tcells
S4_bcAAMC	FLB9
S4_bcAANN	IW4
S4_bcAAOK	FLB8
S4_bcAARW	Erythrocyte
S4_bcAASC	Erythrocyte
S4_bcAATI	Erythrocyte
S4_bcABBM	Erythrocyte
S4_bcABBO	FLB9
S4_bcABCN	IW5
S4_bcABCT	IW5
S4_bcABDA	Erythrocyte
S4_bcABGM	Macrophage
S4_bcABIM	Erythrocyte
S4_bcABQT	IW4
S4_bcABUB	Erythrocyte
S4_bcABUH	Erythrocyte
S4_bcABZA	SSC
S4_bcABZT	SSC
S4_bcACAG	Tcells
S4_bcACCR	SSC
S4_bcACGM	Erythrocyte
S4_bcACKW	IW5
S4_bcACQA	Erythrocyte
S4_bcACSG	Erythrocyte
S4_bcACUN	Erythrocyte
S4_bcACVT	IW5
S4_bcACWH	Erythrocyte
S4_bcADDL	Erythrocyte
S4_bcADHI	IW4
S4_bcADHW	IW4
S4_bcADJF	Erythrocyte
S4_bcADKG	SSC
S4_bcADNI	Macrophage
S4_bcADQN	SSC
S4_bcADSY	Erythrocyte
S4_bcADTW	FLB9
S4_bcAEBD	Erythrocyte
S4_bcAECW	FLB9
S4_bcAEDD	Erythrocyte
S4_bcAEES	Erythrocyte
S4_bcAEHC	Erythrocyte
S4_bcAEJD	SSC
S4_bcAEKJ	Erythrocyte
S4_bcAEMJ	Erythrocyte
S4_bcAEPI	IW4
S4_bcAERQ	Erythrocyte
S4_bcAERY	IW5
S4_bcAETY	Erythrocyte
S4_bcAEVK	BasalWE1
S4_bcAEVL	Erythrocyte
S4_bcAEXK	FLB9
S4_bcAEXT	Erythrocyte
S4_bcAFCG	Erythrocyte
S4_bcAFCM	FLB9
S4_bcAFFC	Erythrocyte
S4_bcAFGA	Erythrocyte
S4_bcAFGM	Tcells
S4_bcAFGT	FLB9
S4_bcAFJE	FLB9
S4_bcAFLI	BasalWE1
S4_bcAFQK	IW5
S4_bcAFRO	Erythrocyte
S4_bcAFRZ	IW4
S4_bcAFVE	IW4
S4_bcAFVO	Erythrocyte
S4_bcAFWA	Erythrocyte
S4_bcAFWR	Macrophage
S4_bcAFXA	Erythrocyte
S4_bcAFXF	FLB9
S4_bcAFXR	Erythrocyte
S4_bcAFXT	Erythrocyte
S4_bcAFYM	Erythrocyte
S4_bcAGCA	Erythrocyte
S4_bcAGCK	Erythrocyte
S4_bcAGCX	Erythrocyte
S4_bcAGLI	Pericyte
S4_bcAGNL	IW4
S4_bcAGQF	Erythrocyte
S4_bcAGRK	IW4
S4_bcAGVA	Erythrocyte
S4_bcAGYN	Erythrocyte
S4_bcAHAU	Erythrocyte
S4_bcAHBV	SSC
S4_bcAHDO	Erythrocyte
S4_bcAHDY	SSC
S4_bcAHGS	IW4
S4_bcAHIA	Erythrocyte
S4_bcAHJQ	Erythrocyte
S4_bcAHMR	Macrophage
S4_bcAHNC	IW4
S4_bcAHNP	IW4
S4_bcAHPC	IW4
S4_bcAHUM	FLB8
S4_bcAHVN	IW4
S4_bcAHWQ	IW4
S4_bcAHXM	Erythrocyte
S4_bcAHXO	IW4
S4_bcAIAB	Erythrocyte
S4_bcAILQ	Erythrocyte
S4_bcAIRO	FLB9
S4_bcAITP	Erythrocyte
S4_bcAIUD	IW5
S4_bcAIUX	IW4
S4_bcAIVS	IW4
S4_bcAIZP	IW5
S4_bcAJAR	Erythrocyte
S4_bcAJBB	Erythrocyte
S4_bcAJBF	SSC
S4_bcAJBH	Erythrocyte
S4_bcAJBX	Tcells
S4_bcAJFE	IW5
S4_bcAJHN	FLB8
S4_bcAJHT	FLB8
S4_bcAJNG	Erythrocyte
S4_bcAJOB	Erythrocyte
S4_bcAJOX	Endo
S4_bcAJPB	Tcells
S4_bcAJRN	SSC
S4_bcAJUJ	Erythrocyte
S4_bcAJVU	Erythrocyte
S4_bcAJXM	Erythrocyte
S4_bcAJXZ	Erythrocyte
S4_bcAKAS	SSC
S4_bcAKBF	Erythrocyte
S4_bcAKBH	IW5
S4_bcAKBM	Erythrocyte
S4_bcAKBZ	Erythrocyte
S4_bcAKDV	FLB8
S4_bcAKEF	BasalWE1
S4_bcAKFC	IW4
S4_bcAKHT	IW4
S4_bcAKJT	IW4
S4_bcAKMA	IW5
S4_bcAKMJ	Erythrocyte
S4_bcAKND	FLB8
S4_bcAKOE	Erythrocyte
S4_bcAKPB	Erythrocyte
S4_bcAKWN	IW4
S4_bcAKYI	Erythrocyte
S4_bcALAM	IW4
S4_bcALBW	IW4
S4_bcALDF	Erythrocyte
S4_bcALDL	IW4
S4_bcALHW	Erythrocyte
S4_bcALIG	IW5
S4_bcALIP	Macrophage
S4_bcALNP	Endo
S4_bcALQE	Tcells
S4_bcALTJ	Erythrocyte
S4_bcALXB	IW4
S4_bcAMAS	Erythrocyte
S4_bcAMBK	Erythrocyte
S4_bcAMDC	IW4
S4_bcAMDT	Tcells
S4_bcAMHE	Erythrocyte
S4_bcAMHT	FLB8
S4_bcAMIX	IW4
S4_bcAMLY	Bcells
S4_bcAMMS	Erythrocyte
S4_bcAMMY	Tcells
S4_bcAMNG	IW5
S4_bcAMPY	IW5
S4_bcAMQR	FLB8
S4_bcAMQW	Erythrocyte
S4_bcAMRI	IW5
S4_bcAMSG	Erythrocyte
S4_bcAMTB	Erythrocyte
S4_bcAMTE	Erythrocyte
S4_bcAMTH	Erythrocyte
S4_bcAMTL	Erythrocyte
S4_bcAMYQ	Erythrocyte
S4_bcANAU	IW4
S4_bcANBU	IW4
S4_bcANCI	IW4
S4_bcANCN	Erythrocyte
S4_bcANDE	IW5
S4_bcANHH	IW4
S4_bcANNB	Bcells
S4_bcANNV	Tcells
S4_bcANPC	Erythrocyte
S4_bcANRF	Erythrocyte
S4_bcANRW	IW4
S4_bcANTE	IW4
S4_bcANUJ	Erythrocyte
S4_bcANUS	Erythrocyte
S4_bcANVX	FLB9
S4_bcANWB	Tcells
S4_bcANWE	Erythrocyte
S4_bcANWP	Erythrocyte
S4_bcANXY	Erythrocyte
S4_bcANZN	IW5
S4_bcAOAQ	IW4
S4_bcAOAS	Erythrocyte
S4_bcAOBK	IW4
S4_bcAOBQ	Erythrocyte
S4_bcAOBV	IW4
S4_bcAOCD	FLB8
S4_bcAODD	Erythrocyte
S4_bcAOEN	FLB8
S4_bcAOFY	FLB9
S4_bcAOJW	IW5
S4_bcAOLG	FLB8
S4_bcAOQI	FLB9
S4_bcAOQS	Erythrocyte
S4_bcAOQW	BasalWE1
S4_bcAORE	Erythrocyte
S4_bcAOUZ	IW4
S4_bcAOVG	IW4
S4_bcAOVS	Erythrocyte
S4_bcAOVY	IW5
S4_bcAOWK	Erythrocyte
S4_bcAOYI	Erythrocyte
S4_bcAOYR	IW4
S4_bcAPBF	Erythrocyte
S4_bcAPCC	Macrophage
S4_bcAPCD	Tcells
S4_bcAPCG	Erythrocyte
S4_bcAPCX	Erythrocyte
S4_bcAPDB	Erythrocyte
S4_bcAPDY	Erythrocyte
S4_bcAPEK	Tcells
S4_bcAPHM	Erythrocyte
S4_bcAPHZ	Tcells
S4_bcAPIR	Erythrocyte
S4_bcAPIT	Erythrocyte
S4_bcAPJW	Macrophage
S4_bcAPKO	IW4
S4_bcAPKU	IW4
S4_bcAPPQ	SSC
S4_bcAPUT	FLB9
S4_bcAPVG	Bcells
S4_bcAPWC	Erythrocyte
